ID_terminal	ID_Variable	Dia	Mes	Año	Hora	Valor_Muestra	Dia_Semana	Valor_Real
332	1	05	01	2022	23	0.20083	2	2008.3000000000002
333	1	05	01	2022	23	0.25321	2	2532.1
334	1	06	01	2022	00	0.25450	3	2545.0
335	1	06	01	2022	00	0.22828	3	2282.8
333	1	06	01	2022	00	0.25403	3	2540.2999999999997
332	1	06	01	2022	00	0.21312	3	2131.2
333	1	06	01	2022	01	0.24959	3	2495.9
334	1	06	01	2022	01	0.25783	3	2578.3
335	1	06	01	2022	01	0.22851	3	2285.1
332	1	06	01	2022	01	0.21312	3	2131.2
335	1	06	01	2022	02	0.21899	3	2189.9
334	1	06	01	2022	02	0.25051	3	2505.1
333	1	06	01	2022	02	0.24111	3	2411.1
332	1	06	01	2022	02	0.20918	3	2091.8
332	1	06	01	2022	03	0.20472	3	2047.2
335	1	06	01	2022	03	0.21397	3	2139.7
333	1	06	01	2022	03	0.23395	3	2339.5
334	1	06	01	2022	03	0.24347	3	2434.7
334	1	06	01	2022	04	0.23384	3	2338.4
333	1	06	01	2022	04	0.22658	3	2265.8
335	1	06	01	2022	04	0.20884	3	2088.4
332	1	06	01	2022	04	0.20059	3	2005.8999999999999
332	1	06	01	2022	05	0.19082	3	1908.1999999999998
335	1	06	01	2022	05	0.19841	3	1984.1000000000001
333	1	06	01	2022	05	0.22432	3	2243.2
334	1	06	01	2022	05	0.22624	3	2262.4
332	1	06	01	2022	06	0.19166	3	1916.6
333	1	06	01	2022	06	0.21872	3	2187.2
334	1	06	01	2022	06	0.21611	3	2161.1
335	1	06	01	2022	06	0.18400	3	1840.0
332	1	06	01	2022	07	0.19918	3	1991.8
334	1	06	01	2022	07	0.20158	3	2015.8000000000002
333	1	06	01	2022	07	0.20581	3	2058.1
335	1	06	01	2022	07	0.17536	3	1753.6
332	1	06	01	2022	08	0.20196	3	2019.6
334	1	06	01	2022	08	0.22239	3	2223.9
333	1	06	01	2022	08	0.22122	3	2212.2
335	1	06	01	2022	08	0.17543	3	1754.3
335	1	06	01	2022	09	0.17563	3	1756.3000000000002
332	1	06	01	2022	09	0.20158	3	2015.8000000000002
333	1	06	01	2022	09	0.23663	3	2366.3
334	1	06	01	2022	09	0.24932	3	2493.2000000000003
334	1	06	01	2022	10	0.26791	3	2679.1
332	1	06	01	2022	10	0.20503	3	2050.2999999999997
333	1	06	01	2022	10	0.23101	3	2310.1
335	1	06	01	2022	10	0.17681	3	1768.1
335	1	06	01	2022	11	0.18992	3	1899.2
334	1	06	01	2022	11	0.28264	3	2826.4
333	1	06	01	2022	11	0.23744	3	2374.4
332	1	06	01	2022	11	0.20438	3	2043.8
332	1	06	01	2022	12	0.21300	3	2130.0
335	1	06	01	2022	12	0.21492	3	2149.2
333	1	06	01	2022	12	0.26771	3	2677.1
334	1	06	01	2022	12	0.31405	3	3140.5
332	1	06	01	2022	13	0.20698	3	2069.8
