tension	ID_Bus	Coord_X	Coord_Y	modelo	estado
13,2 kV	451.0	2573601.134126375	6495343.094012872	NULL	NULL
13,2 kV	452.0	2573605.7721423144	6495342.007461524	Fusible	Cerrado
13,2 kV	453.0	2573565.5132306307	6495368.929838959	NULL	NULL
13,2 kV	454.0	2573565.358599485	6495368.071728281	NULL	NULL
13,2 kV	455.0	2573562.4049077337	6495351.722194203	NULL	NULL
13,2 kV	456.0	2567960.420768275	6493898.708983089	Reconectador	Cerrado
13,2 kV	457.0	2568500.5768647413	6493789.734019716	NULL	NULL
13,2 kV	458.0	2569087.1686857934	6493669.123821237	Cuchilla	Cerrado
13,2 kV	459.0	2573473.16842239	6495390.375861094	Cuchilla	Cerrado
13,2 kV	460.0	2572937.8783085085	6495513.796746053	NULL	NULL
13,2 kV	461.0	2572877.722157024	6495230.165371609	NULL	NULL
13,2 kV	462.0	2572660.673755335	6495552.153458769	NULL	NULL
13,2 kV	463.0	2572663.194898153	6495575.77523615	NULL	NULL
13,2 kV	464.0	2572298.580490755	6495633.682912354	Seccionalizador	Cerrado
13,2 kV	465.0	2572308.9262688155	6495631.503701642	NULL	NULL
13,2 kV	466.0	2572286.3883952647	6495636.251393595	NULL	NULL
13,2 kV	467.0	2571652.733231268	6495776.068635396	Fusible	Cerrado
13,2 kV	468.0	2572265.357357164	6495640.892424189	Cuchilla	Cerrado
13,2 kV	469.0	2572289.8953304747	6495654.450026837	Seccionalizador	Cerrado
13,2 kV	470.0	2572367.064429575	6496054.943496443	NULL	NULL
13,2 kV	471.0	2572477.849430059	6496613.424627852	NULL	NULL
13,2 kV	472.0	2572538.2386900997	6496924.501863413	Cuchilla-interconectador	Cerrado
13,2 kV	473.0	2571089.046341704	6496454.387214868	NULL	NULL
13,2 kV	474.0	2571232.83275211	6497200.1317532165	Fusible	Abierto
13,2 kV	475.0	2574734.346555125	6496495.531316507	NULL	NULL
13,2 kV	476.0	2574508.3281303365	6496549.086407707	NULL	NULL
13,2 kV	477.0	2574229.1695012385	6496309.148670606	NULL	NULL
13,2 kV	478.0	2574104.937550947	6496632.019425773	NULL	NULL
13,2 kV	479.0	2574070.6575461226	6496639.043907985	Fusible	Cerrado
13,2 kV	480.0	2574059.0326533285	6496408.090124159	NULL	NULL
13,2 kV	481.0	2573766.5112403836	6496726.549632488	Fusible	Cerrado
13,2 kV	482.0	2573862.907995737	6497236.499292346	NULL	NULL
7,6 kV	483.0	2573670.791377195	6496218.375676621	NULL	NULL
13,2 kV	484.0	2572592.8132924577	6497221.421390117	NULL	NULL
13,2 kV	485.0	2572555.688818342	6497017.579384888	Fusible	Cerrado
13,2 kV	486.0	2572544.3972335593	6496956.227431909	NULL	NULL
13,2 kV	487.0	2572553.479479829	6496954.543534824	NULL	NULL
13,2 kV	488.0	2572519.346944069	6496961.1661398215	Cuchilla-interconectador	Cerrado
13,2 kV	489.0	2571944.3171308595	6497083.646333483	NULL	NULL
13,2 kV	490.0	2571425.528437981	6497191.116496512	NULL	NULL
13,2 kV	491.0	2571215.59239343	6497234.715081189	Fusible	Cerrado
13,2 kV	492.0	2570981.584201062	6497284.324053268	NULL	NULL
13,2 kV	493.0	2570625.035027636	6497359.911313052	NULL	NULL
13,2 kV	494.0	2571532.9432926937	6498563.939610345	Fusible	Cerrado
13,2 kV	495.0	2571614.7049301574	6498946.137168144	NULL	NULL
13,2 kV	496.0	2573010.5138784708	6499520.596810428	NULL	NULL
13,2 kV	497.0	2572922.6383718792	6499039.667059789	NULL	NULL
13,2 kV	498.0	2573235.934760553	6496815.358572836	NULL	NULL
13,2 kV	499.0	2573601.0038232827	6496737.707877113	NULL	NULL
13,2 kV	500.0	2574207.866821198	6497911.567591712	NULL	NULL
13,2 kV	501.0	2573957.232668378	6497737.624997058	NULL	NULL
13,2 kV	502.0	2573965.7173993494	6497726.462143272	NULL	NULL
13,2 kV	503.0	2573392.6726176366	6498112.165032426	NULL	NULL
13,2 kV	504.0	2573661.179364906	6498049.869433035	NULL	NULL
13,2 kV	505.0	2573658.809287986	6498036.847429988	NULL	NULL
13,2 kV	506.0	2568423.4682726925	6496470.270087933	NULL	NULL
13,2 kV	507.0	2568441.8029502053	6496466.535068681	Cuchilla	Cerrado
13,2 kV	508.0	2576527.8579450357	6493680.387573111	Cuerno	Cerrado
13,2 kV	509.0	2576547.3539119307	6493697.944953038	NULL	NULL
13,2 kV	510.0	2577605.4514750177	6493701.040369373	NULL	NULL
13,2 kV	511.0	2578515.930197926	6493722.618467441	NULL	NULL
13,2 kV	512.0	2579483.862695888	6493697.158703989	NULL	NULL
13,2 kV	513.0	2582124.74498584	6490779.691639161	NULL	NULL
13,2 kV	514.0	2582182.380590277	6490678.263960089	NULL	NULL
13,2 kV	515.0	2582279.3818700816	6490513.728262977	NULL	NULL
13,2 kV	516.0	2582396.074861787	6490308.748380509	NULL	NULL
13,2 kV	517.0	2582482.689757066	6490151.871744701	NULL	NULL
13,2 kV	518.0	2582600.094612159	6489953.878072374	NULL	NULL
13,2 kV	519.0	2582713.1674324586	6489754.013428309	NULL	NULL
13,2 kV	520.0	2582831.802544796	6489543.966417738	NULL	NULL
13,2 kV	521.0	2582909.0658604503	6489407.604716444	NULL	NULL
13,2 kV	522.0	2583105.6115719606	6489062.453705521	NULL	NULL
13,2 kV	523.0	2583133.667705747	6489015.862605355	NULL	NULL
13,2 kV	524.0	2583166.2434225096	6488980.463844079	NULL	NULL
13,2 kV	525.0	2583238.694326342	6488928.405663442	NULL	NULL
13,2 kV	526.0	2583518.5217596916	6488742.2414286025	NULL	NULL
13,2 kV	527.0	2583810.988315332	6488549.611390134	NULL	NULL
13,2 kV	528.0	2583855.8621261334	6488522.804737318	NULL	NULL
13,2 kV	529.0	2583909.7535378383	6488505.758523683	NULL	NULL
13,2 kV	530.0	2583968.1446480677	6488492.962269546	NULL	NULL
13,2 kV	531.0	2584089.1181834233	6488474.0037875725	NULL	NULL
13,2 kV	532.0	2584390.3680483648	6488427.906660015	NULL	NULL
13,2 kV	533.0	2584585.9350883556	6488395.268167054	NULL	NULL
13,2 kV	534.0	2584672.249505	6488373.968377218	NULL	NULL
13,2 kV	535.0	2584769.2869582283	6488325.817319862	NULL	NULL
13,2 kV	536.0	2584950.5911015216	6488239.874519576	NULL	NULL
13,2 kV	537.0	2585068.248558638	6488184.525603724	NULL	NULL
13,2 kV	538.0	2585097.9535507886	6488168.734527416	NULL	NULL
13,2 kV	539.0	2585187.804849036	6488104.140670841	NULL	NULL
13,2 kV	540.0	2585265.5332593084	6488032.604185472	NULL	NULL
13,2 kV	541.0	2585465.507990424	6487827.2934414605	NULL	NULL
13,2 kV	542.0	2585627.787417733	6487668.390993132	NULL	NULL
13,2 kV	543.0	2585941.1467138114	6487366.549692269	NULL	NULL
13,2 kV	544.0	2586011.477098039	6487335.437214397	NULL	NULL
13,2 kV	545.0	2586579.7283191257	6487084.056481694	NULL	NULL
13,2 kV	546.0	2587008.1042860476	6486917.285657132	NULL	NULL
13,2 kV	547.0	2588691.288044841	6486355.733958317	NULL	NULL
13,2 kV	548.0	2588990.3803484985	6486377.275996222	NULL	NULL
13,2 kV	549.0	2590067.4238921423	6486508.471395854	NULL	NULL
13,2 kV	550.0	2590115.9892745544	6486510.087213134	NULL	NULL
13,2 kV	551.0	2590160.0171505306	6486509.002111146	NULL	NULL
13,2 kV	552.0	2590264.4782560053	6486494.036530969	NULL	NULL
13,2 kV	553.0	2590378.3106785244	6486485.978511362	NULL	NULL
13,2 kV	554.0	2590452.538768488	6486498.194892221	NULL	NULL
13,2 kV	555.0	2590504.83068312	6486529.305896807	NULL	NULL
13,2 kV	556.0	2595504.045717168	6488532.561898045	Fusible	Cerrado
13,2 kV	557.0	2595525.1354591977	6488546.144084385	NULL	NULL
13,2 kV	558.0	2595528.4796832907	6488548.297826934	NULL	NULL
13,2 kV	559.0	2595538.807797237	6488550.99858522	NULL	NULL
13,2 kV	560.0	2595552.358107451	6488554.541934252	NULL	NULL
13,2 kV	561.0	2595561.211705603	6488557.69115286	Fusible	Cerrado
13,2 kV	562.0	2595558.433003276	6488556.130493918	NULL	NULL
13,2 kV	563.0	2595552.956186907	6488672.351323482	Fusible	Cerrado
13,2 kV	564.0	2595528.784219542	6488735.088714028	NULL	NULL
13,2 kV	565.0	2595495.5550055504	6488821.513633413	NULL	NULL
13,2 kV	566.0	2595475.628505707	6488873.339901204	NULL	NULL
13,2 kV	567.0	2595460.396557882	6488928.68267826	NULL	NULL
13,2 kV	568.0	2595437.8354782145	6488966.890680321	NULL	NULL
13,2 kV	569.0	2595405.801780558	6489017.257742576	NULL	NULL
13,2 kV	570.0	2595394.051826437	6489054.5504188305	NULL	NULL
13,2 kV	571.0	2595381.6351108695	6489083.667887696	NULL	NULL
13,2 kV	572.0	2595363.083915714	6489118.693906073	NULL	NULL
13,2 kV	573.0	2595315.616806856	6489183.164943427	NULL	NULL
13,2 kV	574.0	2595273.4550244245	6489252.279640793	NULL	NULL
13,2 kV	575.0	2595220.398498792	6489342.544327797	NULL	NULL
13,2 kV	576.0	2595207.30661182	6489365.666634658	NULL	NULL
13,2 kV	577.0	2595178.37293873	6489382.294561251	NULL	NULL
13,2 kV	578.0	2595157.9621207546	6489394.024478221	NULL	NULL
13,2 kV	579.0	2595135.2417144603	6489405.889311201	NULL	NULL
13,2 kV	580.0	2595109.0322203916	6489419.157471586	NULL	NULL
13,2 kV	581.0	2595078.5100652804	6489450.603542	NULL	NULL
13,2 kV	582.0	2595020.448729363	6489561.730716945	NULL	NULL
13,2 kV	583.0	2595007.109400543	6489596.006766981	NULL	NULL
13,2 kV	584.0	2594995.5473661306	6489633.675242031	NULL	NULL
13,2 kV	585.0	2594960.6083408785	6489667.824398839	NULL	NULL
13,2 kV	586.0	2594920.4224804193	6489704.906208914	NULL	NULL
13,2 kV	587.0	2594885.750527081	6489730.7490007095	NULL	NULL
13,2 kV	588.0	2594844.4913493716	6489763.537015204	NULL	NULL
13,2 kV	589.0	2594756.4583099717	6489874.04107193	NULL	NULL
13,2 kV	590.0	2594619.21025852	6489933.169804867	NULL	NULL
13,2 kV	591.0	2594422.4812182444	6489951.896061008	NULL	NULL
13,2 kV	592.0	2594259.4068966047	6490109.941830058	NULL	NULL
13,2 kV	593.0	2594054.419974778	6490363.694465781	NULL	NULL
13,2 kV	594.0	2594004.6954379096	6490552.504516472	NULL	NULL
13,2 kV	595.0	2593919.3776805857	6490760.366448213	NULL	NULL
13,2 kV	596.0	2593790.7076746766	6490930.64793118	NULL	NULL
13,2 kV	597.0	2593796.6428047502	6491131.985062886	NULL	NULL
13,2 kV	598.0	2593783.918687944	6491283.748787406	NULL	NULL
13,2 kV	599.0	2593777.3327799384	6491559.342868039	NULL	NULL
13,2 kV	600.0	2593756.8243782567	6491663.124820462	NULL	NULL
13,2 kV	601.0	2593713.8680563904	6491819.506543392	NULL	NULL
13,2 kV	602.0	2593644.5128920856	6491927.374633526	NULL	NULL
13,2 kV	603.0	2593627.6098750588	6492063.093558628	NULL	NULL
13,2 kV	604.0	2593603.7317786687	6492108.776481968	NULL	NULL
13,2 kV	605.0	2593589.346709006	6492136.297605261	NULL	NULL
13,2 kV	606.0	2593584.0278461897	6492146.4735086635	NULL	NULL
13,2 kV	607.0	2593553.8693530234	6492176.580059709	NULL	NULL
13,2 kV	608.0	2593156.747215896	6492156.80377956	NULL	NULL
13,2 kV	609.0	2592885.4495488163	6492104.610734855	NULL	NULL
13,2 kV	610.0	2596000.496102325	6488806.100296656	NULL	NULL
13,2 kV	611.0	2595653.9144179896	6488657.820918164	NULL	NULL
13,2 kV	612.0	2595586.355412116	6488639.1419589855	NULL	NULL
13,2 kV	613.0	2595568.613613806	6488631.497573142	NULL	NULL
13,2 kV	614.0	2596341.4982863413	6488988.51067687	NULL	NULL
13,2 kV	615.0	2596650.4852568386	6488914.505516824	NULL	NULL
13,2 kV	616.0	2596628.375840875	6488903.928331804	NULL	NULL
13,2 kV	617.0	2596618.109773804	6488919.583172122	NULL	NULL
13,2 kV	618.0	2596417.61812943	6488880.537411323	NULL	NULL
13,2 kV	619.0	2595537.66546261	6488618.223966395	Fusible	Cerrado
13,2 kV	620.0	2595563.98151731	6488559.246818382	NULL	NULL
13,2 kV	621.0	2595597.79522583	6488581.395618248	Fusible	Cerrado
13,2 kV	622.0	2656465.493380273	6518579.61804224	Fusible	Cerrado
13,2 kV	623.0	2656620.235525415	6518673.316772355	NULL	NULL
13,2 kV	624.0	2656690.2920226464	6518717.321930439	NULL	NULL
13,2 kV	625.0	2656754.425141342	6518766.436058755	NULL	NULL
13,2 kV	626.0	2656795.2644566894	6518777.156607461	NULL	NULL
13,2 kV	627.0	2656866.2197601814	6518775.280260688	NULL	NULL
13,2 kV	628.0	2657023.2144701234	6518773.727858747	NULL	NULL
13,2 kV	629.0	2657060.7034768993	6518757.781179248	NULL	NULL
13,2 kV	630.0	2657160.0636172635	6518765.195641086	NULL	NULL
13,2 kV	631.0	2657351.957804056	6518670.003881318	NULL	NULL
13,2 kV	632.0	2657662.0783679592	6518509.596544631	NULL	NULL
13,2 kV	633.0	2658238.4174870313	6518136.126565675	NULL	NULL
13,2 kV	634.0	2658292.016278209	6518101.493288904	NULL	NULL
13,2 kV	635.0	2658431.8276169873	6518027.250372001	NULL	NULL
13,2 kV	636.0	2658544.1336703836	6517987.904861407	NULL	NULL
13,2 kV	637.0	2658685.5976186027	6517948.814751593	NULL	NULL
13,2 kV	638.0	2658795.527932917	6517931.482930506	NULL	NULL
13,2 kV	639.0	2658955.535548495	6517897.954024218	NULL	NULL
13,2 kV	640.0	2659079.680055095	6517879.616129274	NULL	NULL
13,2 kV	641.0	2659166.4047095543	6517870.255188778	NULL	NULL
13,2 kV	642.0	2659343.1121816672	6517905.275583919	NULL	NULL
13,2 kV	643.0	2659662.6999069173	6517997.429535767	NULL	NULL
13,2 kV	644.0	2660265.662139805	6518174.760555764	NULL	NULL
13,2 kV	645.0	2660826.718201764	6518467.677276861	NULL	NULL
13,2 kV	646.0	2661047.157281163	6518593.829291589	NULL	NULL
13,2 kV	647.0	2661638.9918274237	6518902.8741966905	NULL	NULL
13,2 kV	648.0	2661641.052263984	6518882.592772147	NULL	NULL
13,2 kV	649.0	2661707.3209942137	6518446.98077737	NULL	NULL
13,2 kV	650.0	2661716.7358982363	6518385.871522061	NULL	NULL
13,2 kV	651.0	2661704.289106176	6518300.420206466	NULL	NULL
13,2 kV	652.0	2661693.6815909883	6518259.885968264	NULL	NULL
13,2 kV	653.0	2661644.135578664	6518110.929861041	NULL	NULL
