tension	ID_Bus	Coord_X	Coord_Y	modelo	estado
13,2 kV	66.0	2564818.317057055	6502632.510054014	NULL	NULL
13,2 kV	67.0	2564033.903899812	6501441.466734602	NULL	NULL
13,2 kV	68.0	2565833.8674644185	6505194.68309261	NULL	NULL
13,2 kV	69.0	2566805.959394036	6506337.974958502	NULL	NULL
7,6 kV	70.0	2566460.754350662	6506470.428364963	Fusible	Cerrado
13,2 kV	71.0	2573998.318256651	6497965.23650582	NULL	NULL
13,2 kV	72.0	2573987.7796239886	6497906.851585859	Fusible	Cerrado
13,2 kV	73.0	2574148.6976746633	6497927.7037063455	NULL	NULL
13,2 kV	74.0	2574150.8287005797	6497878.778871587	Fusible	Cerrado
13,2 kV	75.0	2572714.6713973386	6499583.22435455	NULL	NULL
13,2 kV	76.0	2572719.7331605842	6499608.753312679	NULL	NULL
13,2 kV	77.0	2567907.758580029	6496573.650994128	NULL	NULL
13,2 kV	78.0	2567912.6028254046	6496604.498388035	Fusible	Cerrado
13,2 kV	79.0	2564836.454568757	6493208.391761646	NULL	NULL
13,2 kV	80.0	2563597.1901690657	6504251.195218957	NULL	NULL
13,2 kV	81.0	2566185.0070051383	6505115.437638694	NULL	NULL
13,2 kV	82.0	2566155.068465592	6505120.706268817	NULL	NULL
7,6 kV	83.0	2570903.326909663	6494626.056590899	NULL	NULL
13,2 kV	84.0	2571640.719531667	6495778.719260737	NULL	NULL
13,2 kV	85.0	2571636.1003074283	6495770.662657098	NULL	NULL
13,2 kV	86.0	2571532.6438388336	6495228.347221293	NULL	NULL
13,2 kV	87.0	2565019.65517507	6493187.328339622	NULL	NULL
13,2 kV	88.0	2570936.7728403024	6495657.869648196	NULL	NULL
13,2 kV	89.0	2570988.4253120064	6495648.731836069	Fusible	Cerrado
13,2 kV	90.0	2565069.8934209957	6493406.246232718	NULL	NULL
13,2 kV	91.0	2565303.1836387627	6494411.955701267	Cuchilla-Fusible	Cerrado
13,2 kV	92.0	2572087.6691458165	6499713.297387623	NULL	NULL
13,2 kV	93.0	2572007.096587086	6499745.963038394	NULL	NULL
13,2 kV	94.0	2572926.6066522337	6495516.254488735	NULL	NULL
13,2 kV	95.0	2572921.1062387377	6495486.297368714	Fusible	Cerrado
13,2 kV	96.0	2570931.804700188	6495629.799638856	Fusible	Cerrado
13,2 kV	97.0	2573028.4183370583	6492767.503437636	NULL	NULL
13,2 kV	98.0	2567915.6548731946	6493910.422683978	NULL	NULL
13,2 kV	99.0	2569193.7835312765	6493646.796589901	NULL	NULL
13,2 kV	100.0	2569916.9230738	6493462.544300243	NULL	NULL
13,2 kV	101.0	2570480.620453281	6493312.80438312	NULL	NULL
13,2 kV	102.0	2570340.685363992	6497458.485559951	Fusible	Cerrado
13,2 kV	103.0	2573796.2871489306	6496695.4304568125	NULL	NULL
13,2 kV	104.0	2574099.641070384	6496633.087180982	NULL	NULL
13,2 kV	105.0	2574094.016241686	6496601.920153708	Fusible	Cerrado
13,2 kV	106.0	2574279.4971723533	6496596.833155556	NULL	NULL
13,2 kV	107.0	2574274.0102801253	6496565.467034028	Fusible	Cerrado
13,2 kV	108.0	2574716.263085137	6496501.045550368	NULL	NULL
13,2 kV	109.0	2574724.2765008365	6496486.990193648	Fusible	Cerrado
13,2 kV	110.0	2567377.8475476434	6497970.792939379	Cuchilla	Cerrado
13,2 kV	111.0	2567378.07295088	6497971.837949835	NULL	NULL
13,2 kV	112.0	2567341.8675951296	6497980.541678574	Interruptor	Cerrado
13,2 kV	113.0	2567119.433478413	6496731.396007561	NULL	NULL
13,2 kV	114.0	2567822.2688552705	6497908.644964489	Fusible	Abierto
13,2 kV	115.0	2567832.9158694167	6497961.078519184	NULL	NULL
13,2 kV	116.0	2567855.7136176964	6497995.729734508	NULL	NULL
13,2 kV	117.0	2567333.482252643	6497994.886922844	NULL	NULL
13,2 kV	118.0	2567343.8684479296	6497992.6905349335	Interruptor	Cerrado
13,2 kV	119.0	2567783.1124255112	6498417.135754786	NULL	NULL
13,2 kV	120.0	2567849.6792041133	6499040.470490724	Cuchilla	Cerrado
13,2 kV	121.0	2568079.969923299	6498119.730440248	NULL	NULL
13,2 kV	122.0	2568008.9081447367	6497902.030828643	Cuchilla	Abierto
13,2 kV	123.0	2568087.267247645	6498700.629776991	NULL	NULL
13,2 kV	124.0	2568576.334863159	6498143.7934432095	NULL	NULL
13,2 kV	125.0	2568428.2893068176	6496492.689027243	Cuchilla	Abierto
13,2 kV	126.0	2568698.38704655	6497118.624687895	NULL	NULL
13,2 kV	127.0	2569305.682665861	6497618.739388345	NULL	NULL
13,2 kV	128.0	2567334.045077947	6497996.5629275385	NULL	NULL
13,2 kV	129.0	2567344.2440478615	6497994.359800937	Interruptor	Cerrado
13,2 kV	130.0	2567358.030045308	6497991.382232034	NULL	NULL
13,2 kV	131.0	2567365.6145271636	6498027.00763064	NULL	NULL
13,2 kV	132.0	2567368.8824744276	6498042.357647439	Cuchilla	Cerrado
13,2 kV	133.0	2567404.9602247546	6498211.820012959	NULL	NULL
13,2 kV	134.0	2567513.3257675422	6498714.144050349	NULL	NULL
13,2 kV	135.0	2567517.920712725	6498735.033271071	NULL	NULL
13,2 kV	136.0	2567541.740421264	6499138.29726321	NULL	NULL
13,2 kV	137.0	2566718.8376579834	6494786.242848513	NULL	NULL
13,2 kV	138.0	2572303.2398826825	6499669.780412365	NULL	NULL
13,2 kV	139.0	2572336.952374328	6499662.688052454	Fusible	Cerrado
13,2 kV	140.0	2568830.772531917	6497974.811575132	NULL	NULL
13,2 kV	141.0	2567739.3903103503	6499175.788832506	Fusible	Abierto
13,2 kV	142.0	2567649.8209192217	6499324.919715658	NULL	NULL
13,2 kV	143.0	2572774.277723668	6498229.634299309	NULL	NULL
13,2 kV	144.0	2572781.2035654783	6498264.877435135	Fusible	Cerrado
13,2 kV	145.0	2572740.4776696153	6492856.445016455	NULL	NULL
13,2 kV	146.0	2572735.389154484	6492824.9976727655	Fusible	Cerrado
13,2 kV	147.0	2566357.4081204897	6499582.196551241	NULL	NULL
13,2 kV	148.0	2574327.982279994	6492520.253826274	NULL	NULL
13,2 kV	149.0	2574333.7347329278	6492532.172253327	Fusible	Cerrado
13,2 kV	150.0	2569428.775362683	6497904.682475109	NULL	NULL
13,2 kV	151.0	2568949.4373118537	6504571.4826040175	NULL	NULL
13,2 kV	152.0	2573971.2883268646	6495256.377720612	NULL	NULL
13,2 kV	153.0	2574494.020747595	6495138.963508562	NULL	NULL
13,2 kV	154.0	2568905.5046126805	6504579.095371709	NULL	NULL
13,2 kV	155.0	2568884.0979386116	6504584.64173902	NULL	NULL
13,2 kV	156.0	2568834.566015815	6504593.690571329	NULL	NULL
13,2 kV	157.0	2568797.945044909	6504603.775923811	NULL	NULL
13,2 kV	158.0	2568777.6093585384	6504610.460451061	NULL	NULL
13,2 kV	159.0	2568678.004781478	6504630.05658827	NULL	NULL
13,2 kV	160.0	2568507.653366925	6504664.477436499	NULL	NULL
13,2 kV	161.0	2568507.9970366587	6504651.305472773	NULL	NULL
13,2 kV	162.0	2567915.7273423336	6504770.988284675	NULL	NULL
13,2 kV	163.0	2567090.472293996	6496742.237157916	Cuchilla	Abierto
13,2 kV	164.0	2567453.5611125575	6504888.349010094	NULL	NULL
13,2 kV	165.0	2567594.491122061	6505572.591985485	Fusible	Cerrado
13,2 kV	166.0	2566603.4375459678	6500682.603190797	Fusible	Cerrado
13,2 kV	167.0	2566667.574744666	6500865.83233341	Fusible	Cerrado
13,2 kV	168.0	2566564.5512678623	6500517.999998624	NULL	NULL
13,2 kV	169.0	2566174.6624576775	6501207.837872368	Fusible	Cerrado
13,2 kV	170.0	2566004.3999473555	6501527.638979115	NULL	NULL
13,2 kV	171.0	2568771.477327419	6498222.557297499	NULL	NULL
13,2 kV	172.0	2568664.7100819596	6497878.603647354	NULL	NULL
13,2 kV	173.0	2568570.340897519	6497815.987070137	Cuchilla-Fusible	Cerrado
13,2 kV	174.0	2567415.7285869573	6499721.132494668	NULL	NULL
13,2 kV	175.0	2568110.728224211	6497888.91073007	Cuchilla	Cerrado
13,2 kV	176.0	2569781.9227263387	6497192.843409664	NULL	NULL
13,2 kV	177.0	2567674.2893291856	6499337.312975015	NULL	NULL
13,2 kV	178.0	2567642.5531105143	6499460.940443422	NULL	NULL
13,2 kV	179.0	2567054.0606199703	6499427.781430687	NULL	NULL
13,2 kV	180.0	2567146.4375059633	6499442.071767801	NULL	NULL
13,2 kV	181.0	2568402.870795035	6502902.595172742	NULL	NULL
13,2 kV	182.0	2568627.0005503767	6503954.734398448	NULL	NULL
13,2 kV	183.0	2568669.1600625115	6504057.41330118	NULL	NULL
13,2 kV	184.0	2570477.4145129872	6500074.998595526	NULL	NULL
13,2 kV	185.0	2570471.0503199333	6500046.706750632	Fusible	Cerrado
13,2 kV	186.0	2570226.3477902086	6500126.429126065	NULL	NULL
13,2 kV	187.0	2569232.8246843265	6500336.314287709	Seccionalizador	Cerrado
13,2 kV	188.0	2569132.7373495116	6499999.842323596	NULL	NULL
13,2 kV	189.0	2569199.6984279286	6500318.181861029	Fusible	Cerrado
13,2 kV	190.0	2569203.532508572	6500342.608091365	NULL	NULL
13,2 kV	191.0	2569510.7385667046	6501635.942807457	NULL	NULL
13,2 kV	192.0	2569558.650623045	6501622.774511795	Fusible	Cerrado
13,2 kV	193.0	2570830.746032926	6501355.068262974	NULL	NULL
13,2 kV	194.0	2570782.581374236	6501364.59305539	NULL	NULL
13,2 kV	195.0	2571835.0359515795	6503046.0067770695	NULL	NULL
13,2 kV	196.0	2571837.1771598165	6503056.1017856905	Fusible	Cerrado
13,2 kV	197.0	2569790.3602380194	6502940.055594183	NULL	NULL
13,2 kV	198.0	2569685.9154679663	6502452.959733934	NULL	NULL
13,2 kV	199.0	2568936.289766356	6499031.090104729	NULL	NULL
13,2 kV	200.0	2568135.745939195	6499233.418309809	Fusible	Cerrado
13,2 kV	201.0	2568297.5375468675	6499161.530968628	NULL	NULL
13,2 kV	202.0	2568310.8067602133	6499195.546824774	NULL	NULL
13,2 kV	203.0	2568016.158763891	6497226.359015658	NULL	NULL
13,2 kV	204.0	2568036.6143499794	6497230.82445873	NULL	NULL
13,2 kV	205.0	2568107.9569948865	6497215.82939103	NULL	NULL
13,2 kV	206.0	2568117.3218012713	6497259.640384354	NULL	NULL
13,2 kV	207.0	2571453.432480546	6498529.218571827	Cuchilla	Abierto
13,2 kV	208.0	2571290.2535344176	6498562.681325613	NULL	NULL
13,2 kV	209.0	2570261.5882581454	6498777.134220163	NULL	NULL
13,2 kV	210.0	2569550.675243011	6498927.307306298	NULL	NULL
13,2 kV	211.0	2570843.21094274	6493229.596849421	NULL	NULL
13,2 kV	212.0	2571783.090504908	6493049.83188652	NULL	NULL
13,2 kV	213.0	2572996.448380489	6492808.538870009	Cuchilla	Cerrado
13,2 kV	214.0	2573034.61260361	6492801.303119479	NULL	NULL
13,2 kV	215.0	2576515.418852161	6492806.894696	NULL	NULL
13,2 kV	216.0	2576547.988372845	6492937.849198095	NULL	NULL
13,2 kV	217.0	2576567.275807118	6493054.076234222	NULL	NULL
13,2 kV	218.0	2576570.525551685	6493097.504483765	NULL	NULL
13,2 kV	219.0	2576573.537895111	6493159.99145563	NULL	NULL
13,2 kV	220.0	2576559.527818651	6493261.917902025	NULL	NULL
13,2 kV	221.0	2576545.631526089	6493319.979117786	NULL	NULL
13,2 kV	222.0	2576477.5871092374	6493485.411626298	NULL	NULL
13,2 kV	223.0	2576474.966617742	6493632.755509873	NULL	NULL
13,2 kV	224.0	2576579.054977382	6493698.459995631	Fusible	Cerrado
13,2 kV	225.0	2576848.558231844	6493707.572940239	NULL	NULL
13,2 kV	226.0	2576992.4979098	6493709.307314362	NULL	NULL
13,2 kV	227.0	2577121.2145143673	6493698.1616410995	NULL	NULL
13,2 kV	228.0	2577232.405048441	6493692.19927091	NULL	NULL
13,2 kV	229.0	2581879.875877203	6491221.587281676	Seccionalizador	Cerrado
13,2 kV	230.0	2581927.4708544966	6491137.682990759	NULL	NULL
13,2 kV	231.0	2581984.379167985	6491033.351605569	NULL	NULL
13,2 kV	232.0	2582021.2787623345	6490957.423393825	NULL	NULL
13,2 kV	233.0	2582064.117622903	6490869.273967447	NULL	NULL
13,2 kV	234.0	2590567.0459534703	6486576.233593336	Fusible	Cerrado
13,2 kV	235.0	2590680.871229032	6486656.9877071595	NULL	NULL
13,2 kV	236.0	2590770.7716626986	6486687.413381462	NULL	NULL
13,2 kV	237.0	2590891.5377753126	6486712.91483258	NULL	NULL
13,2 kV	238.0	2590942.041799945	6486724.353642035	NULL	NULL
13,2 kV	239.0	2591017.3315150943	6486757.203097599	NULL	NULL
13,2 kV	240.0	2591066.5728609567	6486788.660515848	NULL	NULL
13,2 kV	241.0	2591110.8386688335	6486824.738782965	NULL	NULL
13,2 kV	242.0	2591174.989439323	6486911.985947111	NULL	NULL
13,2 kV	243.0	2591344.738289327	6487119.399629194	NULL	NULL
13,2 kV	244.0	2591366.7896702983	6487144.1690355055	NULL	NULL
13,2 kV	245.0	2591425.265306345	6487200.384356704	NULL	NULL
13,2 kV	246.0	2591489.7170749614	6487246.644191651	NULL	NULL
13,2 kV	247.0	2591576.841189268	6487288.236967485	NULL	NULL
13,2 kV	248.0	2591678.531619267	6487327.325135542	NULL	NULL
13,2 kV	249.0	2591760.693699861	6487365.171322174	NULL	NULL
13,2 kV	250.0	2591834.5429889653	6487390.004061707	NULL	NULL
13,2 kV	251.0	2591895.8824221953	6487420.02310926	NULL	NULL
13,2 kV	252.0	2591979.0437686937	6487492.212916976	NULL	NULL
13,2 kV	253.0	2592035.3450331036	6487538.265913378	NULL	NULL
13,2 kV	254.0	2595638.992343595	6488594.85238117	NULL	NULL
13,2 kV	255.0	2595612.0507997675	6488437.723060995	NULL	NULL
13,2 kV	256.0	2596656.2548528877	6489100.703318466	NULL	NULL
13,2 kV	257.0	2596679.524636557	6489105.074626206	NULL	NULL
13,2 kV	258.0	2596715.009779673	6489100.662873744	NULL	NULL
13,2 kV	259.0	2596748.2741989708	6489107.361968928	NULL	NULL
13,2 kV	260.0	2596780.7379580033	6489115.684212484	NULL	NULL
13,2 kV	261.0	2596802.706902263	6489127.036308047	NULL	NULL
13,2 kV	262.0	2596818.9750574296	6489159.254889281	NULL	NULL
13,2 kV	263.0	2596822.681853211	6489180.730292837	NULL	NULL
13,2 kV	264.0	2596799.834193336	6489221.398254204	NULL	NULL
13,2 kV	265.0	2596621.1533120177	6489113.108122795	NULL	NULL
13,2 kV	266.0	2596653.2453726176	6489071.156468913	NULL	NULL
13,2 kV	267.0	2596665.043592615	6489048.175251298	NULL	NULL
13,2 kV	268.0	2596678.700031801	6489017.0373448	NULL	NULL
13,2 kV	269.0	2596682.553680876	6488990.825849304	NULL	NULL
13,2 kV	270.0	2596680.5303723053	6488975.184674567	NULL	NULL
13,2 kV	271.0	2596674.928115209	6488946.5102401385	NULL	NULL
13,2 kV	272.0	2596376.337546322	6488946.098092763	NULL	NULL
13,2 kV	273.0	2656380.0358073227	6518560.130188675	NULL	NULL
13,2 kV	274.0	2656368.1351255025	6518578.62837626	NULL	NULL
13,2 kV	275.0	2656359.48317663	6518592.07679675	NULL	NULL
13,2 kV	276.0	2656341.5760908136	6518619.911221502	NULL	NULL
13,2 kV	277.0	2640142.2333577154	6539033.4519422855	NULL	NULL
13,2 kV	278.0	2640097.988579072	6538960.462474063	NULL	NULL
13,2 kV	279.0	2640055.519493821	6538901.91327984	NULL	NULL
13,2 kV	280.0	2640052.5800195825	6538829.913351743	NULL	NULL
13,2 kV	281.0	2640012.4990760805	6538712.958568853	NULL	NULL
13,2 kV	282.0	2639994.320741684	6538398.5216172505	NULL	NULL
13,2 kV	283.0	2661525.998351445	6517383.018512048	Fusible	Cerrado
13,2 kV	284.0	2673812.34533547	6505053.716436892	NULL	NULL
13,2 kV	285.0	2673846.8914425955	6504933.055992032	NULL	NULL
13,2 kV	286.0	2661645.1786870225	6518867.443610547	NULL	NULL
13,2 kV	287.0	2661653.8494314067	6518829.240202515	NULL	NULL
13,2 kV	288.0	2661672.372732374	6518750.715818535	NULL	NULL
13,2 kV	289.0	2661687.3116844785	6518703.59201229	NULL	NULL
13,2 kV	290.0	2661682.64471508	6518664.865695259	NULL	NULL
13,2 kV	291.0	2661679.680739615	6518607.721396752	NULL	NULL
13,2 kV	292.0	2661690.8048131913	6518529.534504204	NULL	NULL
13,2 kV	293.0	2661328.726049951	6516720.00769799	NULL	NULL
13,2 kV	294.0	2661331.5042848093	6516701.635843116	NULL	NULL
13,2 kV	295.0	2661333.1433708593	6516690.796906742	NULL	NULL
13,2 kV	296.0	2661336.512554808	6516664.944467	NULL	NULL
13,2 kV	297.0	2661342.9951729006	6516625.648644768	NULL	NULL
13,2 kV	298.0	2661347.255715081	6516597.474237802	NULL	NULL
13,2 kV	299.0	2661350.8223223817	6516573.888648197	NULL	NULL
13,2 kV	300.0	2661355.353924062	6516543.921545649	NULL	NULL
13,2 kV	301.0	2661374.5124280173	6516433.389785003	NULL	NULL
13,2 kV	302.0	2661388.6534539904	6516382.920988749	Fusible	Cerrado
33 kV	303.0	2625305.4785884265	6503659.9078376405	NULL	NULL
33 kV	304.0	2625355.4643902495	6503690.668640829	Fusible	Cerrado
33 kV	305.0	2627698.017624072	6502850.936796677	NULL	NULL
33 kV	306.0	2627693.2608832046	6502876.750697435	NULL	NULL
33 kV	307.0	2627749.8423456284	6502867.820783381	Reconectador	Cerrado
33 kV	308.0	2627791.647011609	6502875.962864501	NULL	NULL
33 kV	309.0	2628127.680376905	6502941.4067741595	NULL	NULL
33 kV	310.0	2629136.8002299047	6503138.561330048	Fusible	Cerrado
33 kV	311.0	2630038.2142695887	6503318.770601365	NULL	NULL
33 kV	312.0	2631378.606332176	6503715.516564152	NULL	NULL
33 kV	313.0	2635220.1772782216	6504832.004781816	NULL	NULL
33 kV	314.0	2637022.3415893186	6505350.497009323	NULL	NULL
33 kV	315.0	2638966.9302675147	6505905.683658606	NULL	NULL
33 kV	316.0	2639874.480187714	6506164.659597601	NULL	NULL
33 kV	317.0	2640723.534758493	6506424.323155912	Fusible	Cerrado
33 kV	318.0	2641250.574786274	6506582.852980978	NULL	NULL
33 kV	319.0	2644716.8056242247	6507646.330730919	NULL	NULL
33 kV	320.0	2646254.0453584027	6508089.898937767	NULL	NULL
33 kV	321.0	2647119.6422936134	6508145.372162908	NULL	NULL
33 kV	322.0	2647520.424127806	6508187.72958268	NULL	NULL
33 kV	323.0	2648512.6499601505	6508351.908846137	NULL	NULL
33 kV	324.0	2649308.369588158	6508853.378748154	NULL	NULL
33 kV	325.0	2650248.673211107	6509785.18208842	NULL	NULL
33 kV	326.0	2651504.6434525466	6510992.485946827	NULL	NULL
33 kV	327.0	2651951.1545625464	6511407.379821019	NULL	NULL
33 kV	328.0	2652205.1553404653	6511643.379718476	NULL	NULL
33 kV	329.0	2652235.9856773787	6511727.061137652	Cuchilla	Cerrado
33 kV	330.0	2652312.2354235444	6511940.829654668	NULL	NULL
33 kV	331.0	2652381.226978646	6512146.55214332	NULL	NULL
33 kV	332.0	2652473.8296177173	6512212.392060672	NULL	NULL
33 kV	333.0	2652635.801096849	6512263.199011104	NULL	NULL
33 kV	334.0	2652790.4109455007	6512271.744139875	NULL	NULL
33 kV	335.0	2652803.00240543	6512274.068540429	NULL	NULL
33 kV	336.0	2652889.020297905	6512306.916666494	NULL	NULL
33 kV	337.0	2652939.7221619375	6512326.278092374	NULL	NULL
33 kV	338.0	2653003.8880919097	6512350.780971983	NULL	NULL
33 kV	339.0	2656577.1592981503	6518063.567142082	Fusible	Cerrado
33 kV	340.0	2656498.210702409	6518141.891782775	NULL	NULL
13,2 kV	341.0	2564651.6856009066	6502614.979168616	NULL	NULL
13,2 kV	342.0	2564794.8854024187	6502554.293915497	NULL	NULL
13,2 kV	343.0	2564818.610494787	6502539.601815202	NULL	NULL
13,2 kV	344.0	2568894.681147499	6498735.04757603	Fusible	Abierto
13,2 kV	345.0	2568389.1434258306	6498300.2374659795	NULL	NULL
13,2 kV	346.0	2656444.34000659	6518566.924373238	NULL	NULL
33 kV	347.0	2656397.290539582	6518535.314391397	NULL	NULL
33 kV	348.0	2596112.710899007	6488617.971467005	Fusible	Cerrado
13,2 kV	349.0	2567530.894987488	6499158.3487022845	NULL	NULL
13,2 kV	350.0	2569451.469362178	6494914.465420545	NULL	NULL
13,2 kV	351.0	2569440.186156004	6494862.2191711	Fusible	Cerrado
13,2 kV	352.0	2566796.566604866	6500961.133278801	NULL	NULL
13,2 kV	353.0	2569425.6524133445	6497881.112891757	NULL	NULL
13,2 kV	354.0	2569415.0991436825	6497880.47707247	NULL	NULL
13,2 kV	355.0	2568968.0998708317	6496954.001985082	NULL	NULL
13,2 kV	356.0	2567372.7164625293	6498025.600525066	Cuchilla-interconectador	Abierto
13,2 kV	357.0	2569277.5854013264	6498682.232564469	NULL	NULL
13,2 kV	358.0	2569239.598466231	6498689.880267112	NULL	NULL
13,2 kV	359.0	2567290.0460698274	6497478.48619651	Fusible	Cerrado
13,2 kV	360.0	2567351.9071655325	6497465.681709698	NULL	NULL
13,2 kV	361.0	2567275.133237302	6497481.573088125	NULL	NULL
13,2 kV	362.0	2567356.9419443966	6497874.037866741	Cuerno	Cerrado
13,2 kV	363.0	2567183.153646302	6497046.738397932	NULL	NULL
13,2 kV	364.0	2567209.907333737	6497420.8692935025	Fusible	Cerrado
13,2 kV	365.0	2567260.78813857	6497410.590099988	NULL	NULL
13,2 kV	366.0	2566610.7213390153	6497541.44437137	NULL	NULL
13,2 kV	367.0	2566598.8237938248	6497543.900016639	Fusible	Cerrado
13,2 kV	368.0	2566609.2641748926	6497541.749697143	NULL	NULL
13,2 kV	369.0	2567139.4396370538	6496728.351845176	Cuchilla	Cerrado
13,2 kV	370.0	2568029.670466115	6496549.13938128	NULL	NULL
13,2 kV	371.0	2568409.2543235277	6496473.116932545	Cuchilla	Cerrado
13,2 kV	372.0	2568484.583262097	6496458.305638403	NULL	NULL
13,2 kV	373.0	2568920.8520186916	6496368.975347223	Fusible	Cerrado
13,2 kV	374.0	2575619.3595342636	6493552.349052079	NULL	NULL
13,2 kV	375.0	2568947.557117783	6496363.506779284	NULL	NULL
13,2 kV	376.0	2569033.4040647876	6496345.992890331	Reconectador	Cerrado
13,2 kV	377.0	2569245.708642117	6496302.6800071485	NULL	NULL
13,2 kV	378.0	2569740.007629368	6496202.905434704	Cuchilla	Cerrado
13,2 kV	379.0	2570335.731309205	6496080.487019782	NULL	NULL
13,2 kV	380.0	2569639.97157463	6496223.363359637	NULL	NULL
13,2 kV	381.0	2570349.208956423	6496077.351272722	NULL	NULL
13,2 kV	382.0	2570982.231233354	6495929.510146206	Cuchilla	Cerrado
13,2 kV	383.0	2570334.550128396	6496073.988420368	Fusible	Cerrado
13,2 kV	384.0	2569771.2827646937	6494846.584772394	Fusible	Cerrado
13,2 kV	385.0	2569806.1427427563	6494837.521398807	NULL	NULL
13,2 kV	386.0	2569402.9904121263	6494689.986378213	NULL	NULL
13,2 kV	387.0	2567993.3522157185	6497091.393636903	NULL	NULL
13,2 kV	388.0	2568022.6265820116	6497259.340622744	NULL	NULL
13,2 kV	389.0	2567728.224533158	6497322.651552237	NULL	NULL
13,2 kV	390.0	2568971.3324458697	6496478.760472972	NULL	NULL
13,2 kV	391.0	2570989.4896718753	6495927.810706668	NULL	NULL
13,2 kV	392.0	2571010.3852526364	6495922.987695527	Cuchilla	Cerrado
13,2 kV	393.0	2571005.989425406	6495924.002058398	NULL	NULL
13,2 kV	394.0	2571038.6017793445	6496076.3623689385	NULL	NULL
13,2 kV	395.0	2571065.259408008	6496213.4876742875	NULL	NULL
13,2 kV	396.0	2571044.5633382634	6496232.36863684	NULL	NULL
13,2 kV	397.0	2570983.8663205146	6495899.015853617	NULL	NULL
13,2 kV	398.0	2571230.0542355934	6495608.101663553	NULL	NULL
7,6 kV	399.0	2570748.412021619	6494627.441017277	Fusible	Cerrado
7,6 kV	400.0	2570629.5003252756	6493979.496577857	NULL	NULL
13,2 kV	401.0	2568420.169924867	6496461.993992103	Cuchilla	Cerrado
13,2 kV	402.0	2568393.5849586125	6496331.307073972	NULL	NULL
13,2 kV	403.0	2568163.0650204252	6495172.548802617	NULL	NULL
13,2 kV	404.0	2568288.3846386974	6495792.61118197	NULL	NULL
13,2 kV	405.0	2568292.525964514	6495815.472693428	NULL	NULL
13,2 kV	406.0	2568123.1512439325	6495178.675284088	Fusible	Cerrado
13,2 kV	407.0	2567865.773814044	6495231.342239839	NULL	NULL
13,2 kV	408.0	2568147.6680326927	6495095.091381125	NULL	NULL
13,2 kV	409.0	2568051.5046344455	6494602.882047334	NULL	NULL
13,2 kV	410.0	2568074.833517914	6494721.186147314	NULL	NULL
13,2 kV	411.0	2567958.0701659145	6494126.823911304	NULL	NULL
13,2 kV	412.0	2567922.676458004	6493946.302637591	Cuchilla	Cerrado
13,2 kV	413.0	2567746.690694207	6493133.417168449	NULL	NULL
13,2 kV	414.0	2567853.640844365	6493623.646878779	NULL	NULL
13,2 kV	415.0	2567896.092885688	6493818.231611926	NULL	NULL
13,2 kV	416.0	2567911.2787245517	6493886.418260812	NULL	NULL
13,2 kV	417.0	2570515.638110756	6493292.921488515	Cuchilla	Cerrado
13,2 kV	418.0	2568879.730966622	6498018.282273333	NULL	NULL
13,2 kV	419.0	2568892.150705919	6498008.5034938045	NULL	NULL
13,2 kV	420.0	2571884.495593034	6493580.852875566	NULL	NULL
13,2 kV	421.0	2572406.7332390826	6492926.290429336	NULL	NULL
13,2 kV	422.0	2572719.7395053157	6492733.686098711	NULL	NULL
13,2 kV	423.0	2573072.540918457	6492792.315459675	Fusible	Cerrado
13,2 kV	424.0	2573037.622447289	6492817.246661356	Cuchilla-Fusible	Abierto
13,2 kV	425.0	2573114.412477549	6493231.887296885	NULL	NULL
13,2 kV	426.0	2573176.2623454365	6493565.845534853	NULL	NULL
13,2 kV	427.0	2573269.1183558083	6494066.547997987	NULL	NULL
13,2 kV	428.0	2573277.433059589	6494111.1011264	Cuchilla	Cerrado
13,2 kV	429.0	2573506.1884887232	6495383.548592109	NULL	NULL
13,2 kV	430.0	2572509.287799298	6494255.6727536265	NULL	NULL
13,2 kV	431.0	2572077.3551707882	6494349.515909502	NULL	NULL
13,2 kV	432.0	2573755.6231826516	6493973.766001802	NULL	NULL
13,2 kV	433.0	2573930.3874309347	6493932.179534523	NULL	NULL
13,2 kV	434.0	2573923.727147105	6493895.134646827	Fusible	Cerrado
13,2 kV	435.0	2573808.9959534947	6493256.906758152	NULL	NULL
13,2 kV	436.0	2574706.6299100867	6492431.5383275	NULL	NULL
13,2 kV	437.0	2574390.6510132896	6492850.123079782	NULL	NULL
13,2 kV	438.0	2574443.8147324338	6492836.89462428	NULL	NULL
13,2 kV	439.0	2575646.794468966	6492215.573014405	NULL	NULL
13,2 kV	440.0	2575537.44798084	6491323.848323095	NULL	NULL
13,2 kV	441.0	2575768.5026616277	6492184.031307059	NULL	NULL
13,2 kV	442.0	2576107.592405271	6492109.072123346	Fusible	Cerrado
13,2 kV	443.0	2576330.259574205	6492062.412113581	NULL	NULL
13,2 kV	444.0	2576348.361619764	6492123.285098609	NULL	NULL
13,2 kV	445.0	2575118.5972880977	6493475.931361982	NULL	NULL
13,2 kV	446.0	2575292.9014517944	6493628.444664762	NULL	NULL
13,2 kV	447.0	2574573.8076523733	6493795.391658726	NULL	NULL
13,2 kV	448.0	2574687.505317244	6494396.037661998	NULL	NULL
13,2 kV	449.0	2574589.066031009	6493875.9236727515	Fusible	Cerrado
13,2 kV	450.0	2574902.1636026553	6494385.475920975	NULL	NULL
