ID_Seta	seta	usuario_su	gu_sum	usuarios_t	distribuid	num_int	conexion	tension	kva	num_fabr	marca_traf	mod_traf	gener_dato	observacio	fecha_act	x	y	multa_esti	ID_Bus
337	5005.0	66.0	0.0	66.0	SANTA ROSA	392	3.0	33	100.0	18120	MIRON	CN 280	DECSA	NULL	27/11/2017	2626935.4268426695	6504782.216786084	100	1597.0
338	5006.0	14.0	0.0	14.0	SANTA ROSA	421	3.0	33	100.0	770	T.S.J.	CN 280	DECSA	NULL	27/11/2017	2628127.680376905	6502941.4067741595	100	309.0
342	5010.0	16.0	0.0	16.0	SANTA ROSA	364	3.0	33	100.0	18122	MIRON	CN 280	DECSA	NULL	27/11/2017	2656407.410989832	6518541.099517634	100	1607.0
435	135.0	NULL	NULL	NULL	SANTA ROSA	592	3.0	13,2	40.0	28703	MIRON	CN 280	DECSA	NULL	NULL	NULL	NULL	NULL	1747.0
380	9999.0	0.0	0.0	0.0	SANTA ROSA	NULL	3.0	33 a 13,2	0.0	-	-	CN 276	DECSA	TRAFO ELEVADOR	22/08/2019	2656380.0358073227	6518560.130188675	100	273.0
362	6001.0	0.0	0.0	0.0	CAUCETE CENTRO	NULL	3.0	13.2	630.0	NULL	NULL	NIVEL	DECSA	NULL	27/11/2017	2565674.959800129	6502643.776486335	100	825.0
369	6008.0	0.0	2.0	2.0	CAUCETE CENTRO	NULL	3.0	13.2	315.0	NULL	NULL	NIVEL	DECSA	NULL	27/11/2017	2571273.6523093274	6500883.484478391	100	1321.0
370	6009.0	0.0	1.0	1.0	CAUCETE CENTRO	NULL	3.0	13.2	630.0	NULL	NULL	NIVEL	DECSA	NULL	27/11/2017	2567089.793297721	6500110.341715237	100	1501.0
371	6010.0	0.0	1.0	1.0	CAUCETE CENTRO	NULL	3.0	13.2	315.0	NULL	NULL	NIVEL	DECSA	NULL	27/11/2017	2567642.5531105143	6499460.940443422	100	178.0
363	6002.0	0.0	1.0	1.0	SANTA ROSA	NULL	3.0	13.2	630.0	NULL	NULL	NIVEL	DECSA	NULL	27/11/2017	2574902.1636026553	6494385.475920975	100	450.0
368	6007.0	0.0	1.0	1.0	SANTA ROSA	NULL	3.0	13.2	630.0	NULL	NULL	NIVEL	DECSA	NULL	27/11/2017	2574229.1695012385	6496309.148670606	100	477.0
372	6011.0	0.0	2.0	2.0	SANTA ROSA	NULL	3.0	13.2	315.0	NULL	NULL	CN 276	DECSA	NULL	27/11/2017	2575118.5972880977	6493475.931361981	100	445.0
373	6012.0	1.0	0.0	1.0	SANTA ROSA	NULL	3.0	13,2	630.0	NULL	NULL	NIVEL	DECSA	NULL	27/11/2017	2574059.0326533285	6496408.090124159	100	480.0
375	6015.0	NULL	NULL	NULL	SANTA ROSA	NULL	3.0	13.2	315.0	NULL	NULL	NIVEL	DECSA	NULL	27/11/2017	2572719.7395053157	6492733.686098711	100	422.0
374	6013.0	0.0	1.0	1.0	CAUCETE CENTRO	NULL	3.0	13.2	500.0	NULL	NULL	CN 276	DECSA	NULL	27/11/2017	2566556.4824555423	6500519.317417707	100	1534.0
376	6016.0	0.0	1.0	1.0	SANTA ROSA	NULL	3.0	NULL	315.0	NULL	NULL	NIVEL	DECSA	33 kV?	27/11/2017	2574666.290549168	6496173.277591284	100	1614.0
352	5020.0	6.0	0.0	6.0	SANTA ROSA	637	3.0	13,2	25.0	89492	MAYO	CN 280	DECSA	NULL	15/05/2020	2640164.117600322	6538831.859228563	100	753.0
353	5021.0	10.0	0.0	10.0	SANTA ROSA	400	3.0	13,2	10.0	45768	MAYO	CN 280	DECSA	NULL	27/11/2017	2640437.289000569	6539269.719475706	100	745.0
354	5022.0	6.0	0.0	6.0	SANTA ROSA	403	3.0	13,2	16.0	44743	MAYO	CN 280	DECSA	NULL	27/11/2017	2640829.351021483	6539521.945218515	100	730.0
365	6004.0	0.0	0.0	0.0	DE LOS RIOS	NULL	3.0	13.2	400.0	NULL	NULL	NIVEL	DECSA	NULL	27/11/2017	2566682.952723077	6495452.752922612	100	1010.0
355	5023.0	0.0	0.0	0.0	SANTA ROSA	405	3.0	13,2	25.0	45754	MAYO	CN 280	DECSA	NULL	14/05/2020	2640984.753130146	6539822.915025694	100	744.0
356	5024.0	0.0	0.0	0.0	SANTA ROSA	186	2.0	13,2	5.0	33152	T.CZERWENY	CN 280	DECSA	NULL	27/11/2017	2636154.3786415244	6536327.377015142	100	1530.0
386	2480.0	NULL	NULL	NULL	SANTA ROSA	535	3.0	13,2	40.0	101736	MATEM	CN 280	DECSA	SETA NUEVA, LMT Y SECC NUEVO	22/08/2019	2569341.172793001	6494403.74338153	100	1793.0
387	2801.0	NULL	NULL	NULL	SANTA ROSA	55	3.0	13,2	80.0	2125	TRAFO	CN 280	DECSA	NULL	02/12/2020	2577605.4514750177	6493701.040369373	100	510.0
388	2802.0	NULL	NULL	NULL	SANTA ROSA	618	3.0	13,2	63.0	87557	MAYO	CN 280	DECSA	NULL	02/12/2020	2586011.477098039	6487335.437214397	100	544.0
389	2803.0	NULL	NULL	NULL	SANTA ROSA	490	3.0	13,2	40.0	36142	VASILE	CN 280	DECSA	NULL	02/12/2020	2592915.95733545	6488369.9490597565	100	253.0
390	91.0	56.0	0.0	56.0	URBANO	91	3.0	13,2	200.0	94012614	ARTRANS	CN 280	DECSA	NULL	02/12/2020	2568461.0408089724	6497210.893640278	100	1115.0
391	90.0	NULL	NULL	NULL	URBANO	358	3.0	13,2	160.0	39946	MAYO	CN 280	DECSA	NULL	02/12/2020	2569396.992252306	6497729.549174225	100	1212.0
392	89.0	79.0	0.0	79.0	URBANO	581	3.0	13,2	200.0	28526	MIRON	CN 280	DECSA	NULL	02/12/2020	2568968.0998708317	6496954.001985082	100	355.0
393	93.0	NULL	NULL	NULL	URBANO	137	3.0	13,2	63.0	1408	TRAFO	CN 276	DECSA	NULL	27/04/2020	2568712.975858151	6497288.2100326335	100	1122.0
394	92.0	NULL	NULL	NULL	URBANO	593	3.0	13,2	63.0	36104	VASILE	CN 276	DECSA	NULL	02/12/2020	2568735.6135632517	6497413.54052034	100	1124.0
395	3033.0	NULL	NULL	NULL	DE LOS RIOS	448	3.0	13,2	25.0	638	T.S.J.	CN 280	DECSA	NULL	02/12/2020	2563868.431211184	6501831.49352802	100	862.0
396	3031.0	3.0	0.0	3.0	DE LOS RIOS	590	3.0	13,2	40.0	28705	MIRON	CN 280	DECSA	NULL	02/12/2020	2566250.360148323	6499737.674957712	100	804.0
397	2584.0	NULL	NULL	NULL	DE LOS RIOS	170	3.0	13,2	80.0	2331	TRAFO	CN 280	DECSA	NULL	NULL	2565320.7724778005	6499808.0897030635	100	798.0
398	2302.0	1.0	0.0	1.0	SANTA ROSA	477	3.0	13,2	25.0	57999	MAYO	CN 282	DECSA	NULL	02/12/2020	2571528.2182040582	6498541.852470952	100	50.0
404	96.0	NULL	NULL	NULL	COOPERATIVA	395	3.0	13,2	315.0	30580	ELECTROMAC	CN 276	DECSA	SIN DATOS	07/05/2020	NULL	NULL	NULL	1505.0
447	119.0	NULL	NULL	NULL	DE LOS RIOS	320	3.0	13,2	40.0	26117	MAYO	CN 280	DECSA	NULL	NULL	NULL	NULL	100	847.0
448	120.0	NULL	NULL	NULL	SANTA ROSA	283	3.0	13,2	16.0	13033	VASILE	CN 280	DECSA	NULL	NULL	NULL	NULL	NULL	386.0
449	121.0	NULL	NULL	NULL	CAUCETE CENTRO	566	3.0	13,2	25.0	78957	MAYO	CN 280	DECSA	NULL	NULL	NULL	NULL	NULL	1581.0
450	123.0	NULL	NULL	NULL	CAUCETE CENTRO	253	2.0	13,2	5.0	8236	TRAFO	CN 282	DECSA	NULL	15/09/2022	NULL	NULL	100	198.0
451	134.0	NULL	NULL	NULL	DE LOS RIOS	355	3.0	13,2	16.0	133	RUAR	CN 280	DECSA	NULL	NULL	NULL	NULL	NULL	1779.0
452	133.0	NULL	NULL	NULL	DE LOS RIOS	269	3.0	13,2	10.0	2402	MIRAS	CN 280	DECSA	NULL	NULL	NULL	NULL	NULL	1782.0
453	136.0	0.0	0.0	0.0	DE LOS RIOS	627	3.0	13,2	16.0	86973	MAYO	CN 280	DECSA	NULL	14/09/2022	NULL	NULL	100	9.0
454	139.0	NULL	NULL	NULL	DE LOS RIOS	440	3.0	13,2	25.0	136	RUAR	CN 282	DECSA	NULL	NULL	NULL	NULL	100	910.0
455	140.0	NULL	NULL	NULL	DE LOS RIOS	615	3.0	13,2	100.0	89967	MAYO	CN 276	DECSA	NULL	NULL	NULL	NULL	NULL	985.0
456	141.0	NULL	NULL	NULL	CAUCETE CENTRO	583	3.0	13,2	25.0	77350	MAYO	CN 280	DECSA	NULL	15/09/2022	NULL	NULL	100	1555.0
458	5032.0	NULL	NULL	NULL	SANTA ROSA	185	2.0	13,2	5.0	424010	FARADAY	CN 282	DECSA	NULL	NULL	NULL	NULL	NULL	661.0
459	5033.0	NULL	NULL	NULL	SANTA ROSA	383	2.0	33	5.0	32398	MAYO	CN 282	DECSA	NULL	NULL	NULL	NULL	NULL	306.0
460	5034.0	NULL	NULL	NULL	SANTA ROSA	586	3.0	13,2	16.0	79724	MAYO	CN 282	DECSA	NULL	NULL	NULL	NULL	NULL	1638.0
462	147.0	NULL	NULL	NULL	DE LOS RIOS	101	3.0	NULL	63.0	3753	MIRAS	CN 280	DECSA	NULL	NULL	NULL	NULL	NULL	1799.0
464	145.0	NULL	NULL	NULL	SANTA ROSA	643	3.0	NULL	315.0	92997	MAYO	NIVEL	DECSA	NULL	NULL	NULL	NULL	NULL	1796.0
467	144.0	NULL	NULL	NULL	CAUCETE CENTRO	308	2.0	13,2	10.0	69	ELECTROGALVEZ	CN 282	DECSA	NULL	NULL	NULL	NULL	NULL	1785.0
468	148.0	NULL	NULL	NULL	CAUCETE CENTRO	603	3.0	NULL	200.0	40902	VASILE	CN 276	NULL	NULL	NULL	NULL	NULL	NULL	358.0
469	149.0	NULL	NULL	NULL	SANTA ROSA	616	3.0	NULL	80.0	74852	MAYO	CN 280	NULL	NULL	NULL	NULL	NULL	NULL	490.0
470	150.0	NULL	NULL	NULL	SANTA ROSA	135	3.0	NULL	200.0	307	TRAFO	CN 276	NULL	NULL	NULL	NULL	NULL	NULL	499.0
