ID_Seta	seta	usuario_su	gu_sum	usuarios_t	distribuid	num_int	conexion	tension	kva	num_fabr	marca_traf	mod_traf	gener_dato	observacio	fecha_act	x	y	multa_esti	ID_Bus
2	2.0	7.0	0.0	7.0	SANTA ROSA	294	3.0	13,2	16.0	918	SELTON	CN 276	DECSA	SETA RECONSTRUIDA	02/12/2020	2568288.3846386974	6495792.61118197	100	404.0
9	10.0	117.0	3.0	120.0	URBANO	513	3.0	13,2	200.0	25201	MIRON	CN 276	DECSA	NULL	27/11/2017	2569850.444225547	6497515.126873568	100	1084.0
69	79.0	57.0	1.0	58.0	URBANO	466	3.0	13,2	125.0	51404	MAYO	CN 280	DECSA	NULL	27/11/2017	2569077.1647553886	6497477.755326903	100	1080.0
70	80.0	95.0	2.0	97.0	URBANO	531	3.0	13,2	200.0	25650	MIRON	CN 276	DECSA	NULL	27/11/2017	2568276.4939090763	6498046.053172773	100	1130.0
74	84.0	40.0	1.0	41.0	URBANO	498	3.0	13,2	100.0	36134	VASILE	CN 280	DECSA	NULL	27/11/2017	2568617.425451119	6497458.06997774	100	1107.0
75	85.0	115.0	0.0	115.0	COOPERATIVA	474	3.0	13,2	250.0	23534	MIRON	CN 276	DECSA	NULL	27/11/2017	2568974.0256117554	6498719.581934272	100	1556.0
76	86.0	86.0	4.0	90.0	COOPERATIVA	530	3.0	13,2	160.0	25649	MIRON	CN 280	DECSA	NULL	02/12/2020	2567878.0766856717	6498952.235197542	100	1162.0
77	87.0	106.0	0.0	106.0	COOPERATIVA	529	3.0	13,2	160.0	25648	MIRON	CN 280	DECSA	SETA NUEVA, LMT Y SECC NUEVO	13/03/2018	2568330.2019392587	6498841.543305098	100	1179.0
78	200.0	41.0	2.0	43.0	COOPERATIVA	396	3.0	13,2	200.0	20067	MIRON	CN 280	DECSA	NULL	27/11/2017	2567734.961534315	6499200.390018002	100	1166.0
94	278.0	12.0	1.0	13.0	DE LOS RIOS	105	3.0	13,2	63.0	30798/14	ELECTRODINE	CN 276	DECSA	NULL	27/11/2017	2563703.86244674	6502833.012638209	100	852.0
97	337.0	1.0	2.0	3.0	SANTA ROSA	13	3.0	13,2	100.0	30955/11	ELECTRODINE	CN 280	DECSA	NULL	27/11/2017	2570625.035027636	6497359.911313052	100	493.0
108	531.0	1.0	0.0	1.0	SANTA ROSA	201	1.0	7,6	5.0	17747	T.CZERWENY	CN 282	DECSA	NULL	27/11/2017	2572592.8132924577	6497221.421390117	100	484.0
109	540.0	4.0	0.0	4.0	DE LOS RIOS	295	2.0	13,2	10.0	1144/655	LET	CN 282	DECSA	NULL	27/11/2017	2567647.5280423667	6505840.21611153	100	34.0
110	541.0	10.0	0.0	10.0	DE LOS RIOS	271	3.0	13,2	25.0	13030	VASILE	CN 282	DECSA	NULL	27/11/2017	2567436.5167697244	6506199.629600372	100	32.0
111	551.0	2.0	0.0	2.0	DE LOS RIOS	599	3.0	13,2	25.0	83696	MAYO	CN 280	DECSA	NULL	27/11/2017	2566820.442615375	6498160.830247096	100	767.0
117	594.0	4.0	2.0	6.0	DE LOS RIOS	65	3.0	13,2	200.0	25275	MIRON	CN 276	DECSA	NULL	27/11/2017	2562135.861790331	6505574.949012897	100	10.0
122	637.0	6.0	0.0	6.0	DE LOS RIOS	177	3.0	13,2	80.0	30548/2	ELECTRODINE	CN 276	DECSA	NULL	27/11/2017	2564707.1691796933	6504007.907652336	100	886.0
123	644.0	0.0	1.0	1.0	SANTA ROSA	179	3.0	13,2	75.0	30201/15	ELECTRODINE	CN 276	DECSA	NULL	27/11/2017	2574706.6299100867	6492431.5383275	100	436.0
127	656.0	47.0	0.0	47.0	DE LOS RIOS	242	3.0	13,2	80.0	2122	TRAFO	CN 276	DECSA	NULL	27/11/2017	2561962.3436486274	6507103.346850793	100	1764.0
128	659.0	6.0	1.0	7.0	DE LOS RIOS	336	3.0	13,2	16.0	128	RUAR	CN 280	DECSA	NULL	27/11/2017	2567185.1340495045	6503471.297170373	100	934.0
130	781.0	3.0	1.0	4.0	DE LOS RIOS	115	3.0	13,2	80.0	1676	T.MENDOZA	CN 276	DECSA	NULL	27/11/2017	2565121.0490090027	6503921.311917999	100	887.0
131	784.0	1.0	1.0	2.0	SANTA ROSA	8	3.0	13,2	160.0	2568	MIRAS	CN 276	DECSA	NULL	27/11/2017	2572225.6870066705	6498345.108797721	100	52.0
132	805.0	11.0	0.0	11.0	DE LOS RIOS	361	3.0	13,2	40.0	39776	MAYO	CN 280	DECSA	NULL	27/11/2017	2565378.2787428163	6505278.388779858	100	880.0
133	821.0	1.0	1.0	2.0	SANTA ROSA	2	3.0	13,2	40.0	4970	TRAFO	CN 280	DECSA	NULL	27/11/2017	2572806.1417181664	6498223.155823082	100	56.0
134	828.0	25.0	4.0	29.0	SANTA ROSA	252	3.0	13,2	80.0	30677.1	ELECTRODINE	CN 282	DECSA	NULL	27/11/2017	2566566.334365059	6497350.810074516	100	1580.0
13	14.0	209.0	0.0	209.0	URBANO	437	3.0	13,2	315.0	29861	VASILE	CN 276	DECSA	NULL	27/11/2017	2568426.914572906	6497650.860598432	100	1128.0
14	15.0	237.0	1.0	238.0	URBANO	465	3.0	13,2	315.0	55520	MAYO	CN 276	DECSA	NULL	27/11/2017	2568201.317507519	6497667.61214491	100	1134.0
15	17.0	314.0	0.0	314.0	COOPERATIVA	391	3.0	13,2	400.0	40494	MAYO	CN 276	DECSA	NULL	27/11/2017	2567779.6904573347	6497705.831784526	100	1506.0
18	20.0	4.0	1.0	5.0	CAUCETE CENTRO	540	3.0	13,2	80.0	111739	MATEM	CN 280	DECSA	NULL	27/11/2017	2568402.870795035	6502902.595172742	100	181.0
41	50.0	155.0	0.0	155.0	COOPERATIVA	562	3.0	13,2	400.0	28413	MIRON	CN 276	DECSA	NULL	27/11/2017	2568569.1737011024	6498640.542066945	100	1191.0
42	51.0	77.0	2.0	79.0	COOPERATIVA	601	3.0	13,2	315.0	40900	VASILE	CN 276	DECSA	NULL	27/11/2017	2568850.6130733155	6498613.393899913	100	1192.0
158	1243.0	16.0	0.0	16.0	DE LOS RIOS	29	3.0	13,2	25.0	13031	VASILE	CN 280	DECSA	NULL	27/11/2017	2565484.1389870085	6497067.580401318	100	1783.0
159	1244.0	42.0	2.0	44.0	DE LOS RIOS	264	3.0	13,2	80.0	3406	MIRAS	CN 276	DECSA	NULL	27/11/2017	2565945.1513537844	6496974.888841175	100	1025.0
160	1245.0	33.0	0.0	33.0	DE LOS RIOS	109	3.0	13,2	80.0	1677	MENDOZA	CN 276	DECSA	NULL	27/11/2017	2566467.3729084693	6496867.1989893755	100	1027.0
161	1289.0	9.0	3.0	12.0	SANTA ROSA	390	3.0	13,2	100.0	44565	MAYO	CN 280	DECSA	NULL	27/11/2017	2573755.6231826516	6493973.766001802	100	432.0
162	1318.0	1.0	0.0	1.0	DE LOS RIOS	234	2.0	13,2	5.0	38784	T.CZERWENY	CN 280	DECSA	NULL	27/11/2017	2566873.9750137865	6504994.579540704	100	916.0
163	1326.0	4.0	0.0	4.0	SANTA ROSA	328	2.0	13,2	5.0	110	RUAR	CN 280	DECSA	NULL	27/11/2017	2570983.8663205146	6495899.015853617	100	397.0
164	1352.0	9.0	2.0	11.0	DE LOS RIOS	510	3.0	13,2	160.0	25198	MIRON	CN 280	DECSA	NULL	27/11/2017	2564506.165141747	6497046.44820993	100	987.0
457	5030.0	NULL	NULL	NULL	SANTA ROSA	NULL	3.0	33	25.0	18117	MIRON	CN 280	DECSA	NULL	NULL	NULL	NULL	NULL	1431.0
165	1353.0	16.0	2.0	18.0	DE LOS RIOS	580	3.0	13,2	200.0	28525	MIRON	CN 280	DECSA	CAMBIO A MONOPOSTE	27/04/2020	2564401.0859725634	6496539.187635892	100	1020.0
189	1984.0	3.0	0.0	3.0	SANTA ROSA	443	3.0	13,2	40.0	49165	MAYO	CN 280	DECSA	NULL	27/11/2017	2573971.288326864	6495256.377720612	100	152.0
190	2064.0	3.0	1.0	4.0	SANTA ROSA	430	3.0	13,2	63.0	29854	VASILE	CN 280	DECSA	NULL	27/11/2017	2573601.134126375	6495343.094012872	100	451.0
191	2065.0	NULL	NULL	NULL	SANTA ROSA	344	3.0	13,2	10.0	504	T.S.J.	CN 282	DECSA	NULL	02/12/2020	2576515.418852161	6492806.894696	100	215.0
192	2073.0	13.0	1.0	14.0	DE LOS RIOS	147	3.0	13,2	40.0	444856-0-001	SIAM DITELLA	CN 276	DECSA	NULL	27/11/2017	2562945.1899095066	6493592.460218013	100	1.0
193	2074.0	3.0	0.0	3.0	DE LOS RIOS	117	3.0	13,2	63.0	25081	ELECTRA	CN 276	DECSA	NULL	27/11/2017	2563042.668835335	6503721.074406445	100	855.0
463	151.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	63.0	NULL	NULL	NULL	DECSA	NULL	NULL	NULL	NULL	NULL	1576.0
200	2286.0	28.0	0.0	28.0	DE LOS RIOS	416	3.0	13,2	100.0	46011	MAYO	CN 280	DECSA	NULL	27/11/2017	2566268.155916276	6492912.723506119	100	1032.0
71	81.0	84.0	9.0	93.0	URBANO	537	3.0	13,2	400.0	37684	VASILE	CN 276	DECSA	NULL	27/11/2017	2568370.423770817	6498185.928813317	100	1132.0
72	82.0	35.0	1.0	36.0	URBANO	119	3.0	13,2	315.0	13234	MIRON	CN 276	DECSA	NULL	27/11/2017	2568163.8117528353	6498505.396552607	100	1176.0
73	83.0	117.0	7.0	124.0	COOPERATIVA	503	3.0	13,2	315.0	36129	VASILE	CN 276	DECSA	NULL	27/11/2017	2568389.1434258306	6498300.2374659795	100	345.0
79	202.0	2.0	2.0	4.0	CAUCETE CENTRO	188	3.0	13,2	800.0	3546	ARGELTRA	NIVEL	DECSA	NULL	27/11/2017	2567271.6835261704	6499840.59608324	100	1502.0
80	204.0	16.0	1.0	17.0	DE LOS RIOS	389	3.0	13,2	63.0	44353	MAYO	CN 276	DECSA	NULL	27/11/2017	2566006.7423390322	6504409.789333794	100	895.0
92	242.0	80.0	3.0	83.0	SANTA ROSA	56	3.0	13,2	63.0	1811	TRAFO	CN 280	DECSA	NULL	27/11/2017	2571944.3171308595	6497083.646333484	100	489.0
93	252.0	0.0	2.0	2.0	CAUCETE CENTRO	585	2.0	13,2	10.0	75915	MAYO	CN 276	DECSA	NULL	27/11/2017	2566075.8589678663	6501333.838450763	100	963.0
96	335.0	NULL	NULL	NULL	CAUCETE CENTRO	332	3.0	13,2	315.0	31534	MAYO	NIVEL	DECSA	NULL	27/11/2017	2568277.6485410943	6499166.071042809	100	1277.0
99	400.0	0.0	1.0	1.0	DE LOS RIOS	47	3.0	13,2	63.0	12222	MIRON	CN 280	DECSA	NULL	27/11/2017	2572917.042255248	6492161.212642939	100	1767.0
205	2377.0	2.0	0.0	2.0	SANTA ROSA	204	2.0	13,2	5.0	S3931	T.T.E.	CN 282	DECSA	NULL	27/11/2017	2588990.3803484985	6486377.275996222	100	548.0
206	2395.0	2.0	0.0	2.0	DE LOS RIOS	568	3.0	13,2	25.0	81208	MAYO	CN 280	DECSA	NULL	27/11/2017	2566805.959394036	6506337.974958502	100	69.0
212	2548.0	5.0	0.0	5.0	SANTA ROSA	516	1.0	7,6	5.0	68415	MAYO	CN 282	DECSA	NULL	27/11/2017	2570903.326909663	6494626.056590899	100	83.0
216	2644.0	2.0	0.0	2.0	SANTA ROSA	326	2.0	13,2	5.0	108	RUAR	CN 280	DECSA	NULL	27/11/2017	2582064.117622903	6490869.273967447	100	233.0
324	3022.0	9.0	0.0	9.0	URBANO	75	3.0	13,2	63.0	1093	TRAFO	CN 280	DECSA	NULL	27/11/2017	2568498.3268475737	6500078.579023075	100	1286.0
217	2645.0	6.0	0.0	6.0	SANTA ROSA	507	3.0	13,2	16.0	66718	MAYO	CN 282	DECSA	NULL	02/12/2020	2568051.5046344455	6494602.882047334	100	409.0
218	2646.0	2.0	0.0	2.0	SANTA ROSA	355	3.0	13,2	16.0	133	RUAR	CN 280	DECSA	NULL	02/12/2020	2571614.7049301574	6498946.137168144	100	495.0
219	2660.0	1.0	3.0	4.0	DE LOS RIOS	433	3.0	13,2	160.0	29857	VASILE	CN 276	DECSA	NULL	27/11/2017	2564411.77831964	6499995.498313671	100	786.0
10	11.0	0.0	1.0	1.0	SANTA ROSA	237	3.0	13,2	315.0	3808	FOHAMA	CN 276	DECSA	NULL	27/11/2017	2570363.4609406563	6497563.043901789	100	1636.0
11	12.0	156.0	1.0	157.0	URBANO	502	3.0	13,2	315.0	36130	VASILE	CN 276	DECSA	NULL	27/11/2017	2569255.6639240766	6497329.763655244	100	1089.0
12	13.0	82.0	2.0	84.0	URBANO	92	3.0	13,2	315.0	2118	TRAFO	CN 276	DECSA	NULL	27/11/2017	2569187.891747437	6496960.094841551	100	1091.0
220	2666.0	140.0	2.0	142.0	DE LOS RIOS	11	3.0	13,2	315.0	2225	TRAFO	CN 276	DECSA	NULL	02/12/2020	2565029.424017822	6501543.815788611	100	812.0
221	2683.0	8.0	1.0	9.0	DE LOS RIOS	528	3.0	7,6	160.0	25647	MIRON	CN 280	DECSA	SETA NUEVA, SE DEJA FUERA DE SERVICIO SETA ANTIGUA CN 282 Y LRT	27/11/2017	2564735.851659776	6495873.490098834	100	991.0
222	2724.0	2.0	0.0	2.0	SANTA ROSA	140	1.0	7,6	5.0	29597	T. CZERWENY	CN 282	DECSA	NULL	27/11/2017	2570629.5003252756	6493979.496577857	100	400.0
223	2748.0	4.0	1.0	5.0	DE LOS RIOS	428	3.0	13,2	40.0	48070	MAYO	CN 282	DECSA	NULL	27/11/2017	2566569.133742743	6502262.156468032	100	940.0
243	2937.0	2.0	0.0	2.0	DE LOS RIOS	1	3.0	13,2	630.0	4731.17	FARADAY	NIVEL	DECSA	NULL	27/11/2017	2567054.0606199703	6499427.781430687	100	179.0
254	2950.0	6.0	2.0	8.0	DE LOS RIOS	131	3.0	13,2	63.0	2206	SELTON	CN 280	DECSA	NULL	27/11/2017	2564039.92318892	6494782.202127051	100	995.0
255	2951.0	9.0	2.0	11.0	SANTA ROSA	407	3.0	13,2	63.0	46638	MAYO	CN 282	DECSA	NULL	27/11/2017	2575292.9014517944	6493628.444664762	100	446.0
256	2952.0	1.0	0.0	1.0	SANTA ROSA	219	2.0	13,2	5.0	22787	T.CZERWENY	CN 282	DECSA	NULL	27/11/2017	2576348.361619764	6492123.285098609	100	444.0
257	2953.0	2.0	0.0	2.0	CAUCETE CENTRO	398	3.0	13,2	25.0	45731	MAYO	CN 282	DECSA	NULL	27/11/2017	2568198.746705043	6501912.961038593	100	1269.0
258	2954.0	145.0	0.0	145.0	SANTA ROSA	611	3.0	13,2	315.0	41446	VASILE	CN 276	DECSA	NULL	27/11/2017	2567993.352215718	6497091.393636902	100	387.0
259	2955.0	92.0	0.0	92.0	SANTA ROSA	28	3.0	13,2	200.0	3606	MECOM	CN 276	DECSA	NULL	27/11/2017	2567351.9071655325	6497465.681709698	100	360.0
265	2961.0	2.0	1.0	3.0	SANTA ROSA	588	3.0	13,2	40.0	28707	MIRON	CN 280	DECSA	NULL	27/11/2017	2577232.405048441	6493692.19927091	100	228.0
267	2963.0	1.0	0.0	1.0	SANTA ROSA	330	3.0	13,2	16.0	114	RUAR	CN 282	DECSA	NULL	27/11/2017	2567531.783424916	6495299.676451461	100	1762.0
268	2964.0	1.0	2.0	3.0	DE LOS RIOS	424	3.0	13,2	63.0	45919	MAYO	CN 280	DECSA	NULL	27/11/2017	2569013.0738936737	6492867.900969997	100	1041.0
272	2968.0	3.0	1.0	4.0	SANTA ROSA	192	3.0	13,2	75.0	2008	TRAFO	CN 282	DECSA	NULL	27/11/2017	2571884.495593034	6493580.852875566	100	420.0
273	2969.0	10.0	2.0	12.0	SANTA ROSA	265	3.0	13,2	63.0	13618	T.T.E.	CN 276	DECSA	NULL	27/11/2017	2569639.97157463	6496223.363359637	100	380.0
274	2970.0	5.0	1.0	6.0	DE LOS RIOS	164	3.0	13,2	63.0	2280	MIRAS	CN 280	DECSA	NULL	27/11/2017	2563394.384430069	6501571.579675681	100	866.0
275	2971.0	0.0	2.0	2.0	DE LOS RIOS	176	3.0	13,2	80.0	2131	TRAFO	CN 280	DECSA	NULL	27/11/2017	2563327.811409043	6500899.897883443	100	868.0
276	2972.0	1.0	1.0	2.0	SANTA ROSA	468	3.0	13,2	63.0	58320	MAYO	CN 280	DECSA	NULL	27/11/2017	2569245.708642117	6496302.6800071485	100	377.0
279	2975.0	91.0	1.0	92.0	DE LOS RIOS	338	3.0	13,2	160.0	635	TRANSF. SAN JUAN	CN 280	DECSA	CAMBIO DE POTENCIA	27/04/2020	2565017.4252949585	6496460.066372317	100	1019.0
465	146.0	NULL	NULL	NULL	CAUCETE CENTRO	321	3.0	NULL	63.0	25301	MAYO	CN 276	DECSA	NULL	NULL	NULL	NULL	NULL	1789.0
466	152.0	NULL	NULL	NULL	CAUCETE CENTRO	NULL	NULL	NULL	80.0	NULL	NULL	NULL	DECSA	NULL	NULL	NULL	NULL	NULL	1563.0
17	19.0	5.0	0.0	5.0	CAUCETE CENTRO	589	3.0	13,2	40.0	28706	MIRON	CN 280	DECSA	NULL	27/11/2017	2568074.847802313	6501405.577192173	100	1267.0
19	21.0	0.0	1.0	1.0	CAUCETE CENTRO	235	3.0	13,2	63.0	23532	ELECTRA	CN 280	DECSA	NULL	27/11/2017	2568669.1600625115	6504057.413301181	100	183.0
22	24.0	15.0	8.0	23.0	CAUCETE CENTRO	553	3.0	13,2	200.0	78454	MAYO	CN 276	DECSA	NULL	27/11/2017	2569510.7385667046	6501635.942807457	100	191.0
23	25.0	4.0	0.0	4.0	CAUCETE CENTRO	357	3.0	13,2	25.0	40292	MAYO	CN 280	DECSA	NULL	27/11/2017	2568667.412070641	6501812.879582853	100	1272.0
24	27.0	4.0	1.0	5.0	CAUCETE CENTRO	193	3.0	13,2	80.0	6399	PM	CN 276	DECSA	NULL	27/11/2017	2570875.5551703777	6501797.240368758	100	1316.0
51	60.0	140.0	1.0	141.0	URBANO	483	3.0	13,2	200.0	34258	VASILE	CN 276	DECSA	NULL	27/11/2017	2567917.7621468827	6498154.119438256	100	1170.0
98	378.0	133.0	0.0	133.0	COOPERATIVA	387	3.0	13,2	160.0	43092	MAYO	CN 276	DECSA	NULL	27/11/2017	2569007.0986555987	6497987.88025506	100	1202.0
100	401.0	1.0	1.0	2.0	DE LOS RIOS	412	3.0	13,2	16.0	1790	MENDOZA	CN 282	DECSA	NULL	27/11/2017	2565436.9287207625	6495024.162910157	100	1006.0
281	2977.0	17.0	0.0	17.0	DE LOS RIOS	564	3.0	13,2	63.0	78538	MAYO	CN 280	DECSA	SETA NUEVA Y SECC NUEVO EN LMT	27/11/2017	2563481.38792156	6498891.218936061	100	792.0
282	2978.0	2.0	1.0	3.0	SANTA ROSA	110	3.0	13,2	80.0	2648	TRAFO	CN 280	DECSA	NULL	27/11/2017	2568393.5849586125	6496331.307073972	100	402.0
283	2979.0	97.0	1.0	98.0	SANTA ROSA	196	3.0	13,2	100.0	6596	MIRAS	CN 280	DECSA	NULL	27/11/2017	2568029.670466115	6496549.13938128	100	370.0
285	2981.0	1.0	1.0	2.0	SANTA ROSA	414	3.0	13,2	40.0	46605	MAYO	CN 276	DECSA	NULL	27/11/2017	2567075.355040472	6496480.750609007	100	46.0
287	2983.0	70.0	0.0	70.0	SANTA ROSA	381	3.0	13,2/33	630.0	18102	MIRON	NIVEL	DECSA	NULL	27/11/2017	2595563.98151731	6488559.246818382	100	620.0
288	2984.0	0.0	1.0	1.0	DE LOS RIOS	426	3.0	13,2	500.0	20997	MIRON	NIVEL	DECSA	NULL	27/11/2017	2570472.1885920498	6491989.439468693	100	1048.0
291	2987.0	4.0	0.0	4.0	SANTA ROSA	624	3.0	13,2	25.0	89502	MAYO	CN 280	DECSA	SETA NUEVA Y LMT NUEVA	27/11/2017	2569540.772583831	6495364.242276612	100	1577.0
297	2993.0	3.0	0.0	3.0	SANTA ROSA	571	2.0	13,2	5.0	78826	MAYO	CN 280	DECSA	NULL	27/11/2017	2572077.3551707882	6494349.515909502	100	431.0
300	2996.0	61.0	0.0	61.0	SANTA ROSA	472	3.0	13,2	315.0	23533	MIRON	CN 276	DECSA	NULL	27/11/2017	2568971.3324458697	6496478.760472972	100	390.0
301	2997.0	2.0	1.0	3.0	CAUCETE CENTRO	614	3.0	13,2	100.0	89964	MAYO	CN 280	DECSA	SETA NUEVA, LMT NUEVA Y SECC.NUEVO	27/11/2017	2570361.967728762	6499493.885491617	100	1565.0
303	2999.0	5.0	0.0	5.0	SANTA ROSA	59	3.0	13,2	25.0	1008	CAT	CN 276	DECSA	NULL	27/11/2017	2574734.346555125	6496495.531316506	100	475.0
26	33.0	54.0	0.0	54.0	CAUCETE CENTRO	34	3.0	13,2	160.0	8260	S/M	CN 276	DECSA	NULL	27/11/2017	2571734.9607298877	6501162.028729056	100	1319.0
36	45.0	5.0	1.0	6.0	CAUCETE CENTRO	246	3.0	13,2	400.0	2536	MECOM	CN 276	DECSA	NULL	27/11/2017	2569550.675243011	6498927.307306298	100	210.0
38	47.0	44.0	0.0	44.0	URBANO	363	3.0	13,2	100.0	708	T.S.J.	CN 280	DECSA	NULL	27/11/2017	2568362.866860239	6499410.630759666	100	1283.0
304	3000.0	7.0	1.0	8.0	CAUCETE CENTRO	415	3.0	13,2	40.0	5069	TRANSMETAL	CN 280	DECSA	SETA NUEVA REALIZADA POR DOÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Â ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬Ã	27/11/2017	2570889.3279036107	6501341.940413862	100	193.0
305	3001.0	44.0	3.0	47.0	DE LOS RIOS	118	3.0	13,2	80.0	25634	ELECTRA	CN 280	DECSA	SETA NUEVA Y LMT NUEVA	27/11/2017	2565833.8674644185	6505194.68309261	100	68.0
306	3002.0	44.0	0.0	44.0	SANTA ROSA	470	3.0	13,2	63.0	53715	MAYO	CN 280	DECSA	CAMBIO DE POTENCIA	05/12/2019	2572719.7331605842	6499608.753312679	100	76.0
307	3003.0	3.0	2.0	5.0	CAUCETE CENTRO	388	3.0	13,2	160.0	43096	MAYO	CN 280	DECSA	SETA NUEVA Y LMT NUEVA	27/11/2017	2567603.9801234645	6502041.383701539	100	1291.0
310	3006.0	69.0	0.0	69.0	CAUCETE CENTRO	77	3.0	13,2	200.0	543	TRAFO	CN 276	DECSA	NULL	27/11/2017	2567592.350784554	6499697.308066932	100	1251.0
311	3009.0	39.0	3.0	42.0	URBANO	464	3.0	13,2	315.0	56925	MAYO	CN 276	DECSA	NULL	27/11/2017	2568087.267247645	6498700.629776991	100	123.0
312	3010.0	4.0	1.0	5.0	SANTA ROSA	449	3.0	13,2	25.0	3851	ARGELTRA	CN 280	DECSA	NULL	27/11/2017	2572553.479479829	6496954.543534824	100	487.0
313	3011.0	5.0	0.0	5.0	DE LOS RIOS	591	3.0	13,2	40.0	28704	MIRON	CN 282	DECSA	NULL	27/11/2017	2566357.4081204897	6499582.196551241	100	147.0
314	3012.0	58.0	1.0	59.0	CAUCETE CENTRO	467	3.0	13,2	125.0	51407	MAYO	CN 276	DECSA	NULL	27/11/2017	2567545.7835865724	6498729.59776456	100	1216.0
315	3013.0	0.0	1.0	1.0	DE LOS RIOS	51	3.0	13,2	160.0	D9093	MECOM	CN 280	DECSA	SETA REALIZADA POR TERCERO FCA RONQUIETTO	27/11/2017	2562601.758353465	6503540.432549142	100	837.0
316	3014.0	5.0	1.0	6.0	DE LOS RIOS	454	3.0	13,2	40.0	52192	MAYO	CN 280	DECSA	NULL	27/11/2017	2565862.331561933	6503707.310462475	100	893.0
317	3015.0	12.0	0.0	12.0	CAUCETE CENTRO	563	3.0	13,2	63.0	78531	MAYO	CN 280	DECSA	NULL	27/11/2017	2569050.353136223	6504157.664436935	100	1583.0
318	3016.0	0.0	1.0	1.0	DE LOS RIOS	289	3.0	13,2	100.0	31253	T.T.E.	CN 280	DECSA	NULL	27/11/2017	2569807.0217536134	6504586.96352731	100	931.0
319	3017.0	0.0	0.0	0.0	CAUCETE CENTRO	541	3.0	13,2 Kv	100.0	111740	MATEM	CN 280	DECSA	NULL	09/03/2018	2568734.252272534	6500446.221606457	100	1292.0
321	3019.0	15.0	0.0	15.0	DE LOS RIOS	546	3.0	13,2	40.0	71255	MAYO	CN 280	DECSA	SETA NUEVA, SECC. NUEVO Y LMT NUEVA	27/11/2017	2566451.2314043953	6499979.341820399	100	977.0
322	3020.0	2.0	1.0	3.0	DE LOS RIOS	76	3.0	13,2	63.0	2924	MIRAS	CN 280	DECSA	NULL	27/11/2017	2564808.502576514	6505188.793643969	100	881.0
323	3021.0	96.0	0.0	96.0	CAUCETE CENTRO	78	3.0	13,2	315.0	48375	T.CZERWENY	CN 276	DECSA	NULL	27/11/2017	2566004.3999473555	6501527.638979115	100	170.0
331	3117.0	0.0	1.0	1.0	DE LOS RIOS	262	3.0	13,2	80.0	3100.01	FARADAY	NIVEL	DECSA	FUERA DE SERVICIO?	22/08/2019	2567002.6888961946	6505750.35157919	100	915.0
333	5001.0	2.0	0.0	2.0	SANTA ROSA	369	3.0	33	25.0	18115	MIRON	CN 282	DECSA	NULL	27/11/2017	2622283.1931522107	6503179.015246697	100	1428.0
334	5002.0	17.0	0.0	17.0	SANTA ROSA	527	3.0	33	16.0	59682	MAYO	CN 280	DECSA	NULL	27/11/2017	2624957.774319221	6503773.019892753	100	1432.0
339	5007.0	3.0	0.0	3.0	SANTA ROSA	460	2.0	33	5.0	32142	BONABEN	CN 280	DECSA	NULL	27/11/2017	2639874.4801877146	6506164.659597601	100	316.0
39	48.0	42.0	0.0	42.0	CAUCETE CENTRO	512	3.0	13,2	200.0	25200	MIRON	CN 276	DECSA	NULL	27/11/2017	2568710.315766672	6499032.639330141	100	1590.0
40	49.0	186.0	2.0	188.0	COOPERATIVA	418	3.0	13,2	315.0	J123414	TRANSF.OESTE	CN 276	DECSA	NULL	27/11/2017	2568598.372110479	6498785.137652433	100	1197.0
43	52.0	88.0	2.0	90.0	COOPERATIVA	471	3.0	13,2	315.0	23531	MIRON	CN 276	DECSA	NULL	27/11/2017	2568807.3577649277	6498400.833070472	100	1188.0
44	53.0	123.0	0.0	123.0	COOPERATIVA	84	3.0	13,2	200.0	530	TRAFO	CN 276	DECSA	NULL	27/11/2017	2569066.570682371	6497895.686317348	100	1205.0
45	54.0	256.0	0.0	256.0	COOPERATIVA	167	3.0	13,2	315.0	12230	MIRON	CN 276	DECSA	NULL	27/11/2017	2569433.076710842	6497937.203776639	100	1533.0
46	55.0	131.0	2.0	133.0	COOPERATIVA	560	3.0	13,2	315.0	28415	MIRON	CN 276	DECSA	NULL	27/11/2017	2568834.2843328305	6497990.839276322	100	1199.0
47	56.0	48.0	8.0	56.0	COOPERATIVA	10	3.0	13,2	315.0	3357	MECOM	CN 276	DECSA	NULL	27/11/2017	2568608.6584764956	6498001.163503372	100	1181.0
340	5008.0	1.0	0.0	1.0	SANTA ROSA	542	3.0	33	25.0	69634	MAYO	CN 280	DECSA	NULL	27/11/2017	2656167.9653032054	6514714.981614767	100	1478.0
341	5009.0	19.0	0.0	19.0	SANTA ROSA	486	3.0	33	63.0	51447	MAYO	CN 276	DECSA	NULL	27/11/2017	2656491.409521388	6518130.7103858115	100	340.0
344	5012.0	2.0	0.0	2.0	SANTA ROSA	523	2.0	13,2	5.0	63913	MAYO	CN 282	DECSA	NULL	27/11/2017	2661641.052263984	6518882.592772148	100	648.0
