Element, Nterminals, Nconductors, P_1, Q_1, ...
"Line.idlinea854_idtramos_1271", 2, 3,    65.9139,   -62.4845,    65.9139,   -62.4845,    65.9139,   -62.4845,   -65.9123,    62.3435,   -65.9123,    62.3435,   -65.9123,    62.3435
"Line.idlinea854_idtramos_1272", 2, 3,    65.9123,   -62.3435,    65.9123,   -62.3435,    65.9123,   -62.3435,   -65.9101,    62.1534,   -65.9101,    62.1534,   -65.9101,    62.1534
"Line.idlinea854_idtramos_1273", 2, 3,    65.9101,   -62.1534,    65.9101,   -62.1534,    65.9101,   -62.1534,   -65.9084,    62.0023,   -65.9084,    62.0023,   -65.9084,    62.0023
"Line.idlinea854_idtramos_1274", 2, 3,    65.9084,   -62.0023,    65.9084,   -62.0023,    65.9084,   -62.0023,   -65.9061,    61.8028,   -65.9061,    61.8028,   -65.9061,    61.8028
"Line.idlinea854_idtramos_1275", 2, 3,    65.9061,   -61.8028,    65.9061,   -61.8028,    65.9061,   -61.8028,   -65.9041,    61.6259,   -65.9041,    61.6259,   -65.9041,    61.6259
"Line.idlinea854_idtramos_1276", 2, 3,    65.9041,   -61.6259,    65.9041,   -61.6259,    65.9041,   -61.6259,   -65.9028,    61.5117,   -65.9028,    61.5117,   -65.9028,    61.5117
"Line.idlinea854_idtramos_1277", 2, 3,    65.9028,   -61.5117,    65.9028,   -61.5117,    65.9028,   -61.5117,   -65.9018,    61.4239,   -65.9018,    61.4239,   -65.9018,    61.4239
"Line.idlinea854_idtramos_1278", 2, 3,    65.9018,   -61.4239,    65.9018,   -61.4239,    65.9018,   -61.4239,   -65.9005,     61.309,   -65.9005,     61.309,   -65.9005,     61.309
"Line.idlinea854_idtramos_1279", 2, 3,    65.9005,    -61.309,    65.9005,    -61.309,    65.9005,    -61.309,   -65.8991,    61.1865,   -65.8991,    61.1865,   -65.8991,    61.1865
"Line.idlinea854_idtramos_1280", 2, 3,    65.8991,   -61.1865,    65.8991,   -61.1865,    65.8991,   -61.1865,   -65.8972,    61.0178,   -65.8972,    61.0178,   -65.8972,    61.0178
"Line.idlinea854_idtramos_1281", 2, 3,    65.8972,   -61.0178,    65.8972,   -61.0178,    65.8972,   -61.0178,   -65.8945,    60.7782,   -65.8945,    60.7782,   -65.8945,    60.7782
"Line.idlinea854_idtramos_1282", 2, 3,    65.8945,   -60.7782,    65.8945,   -60.7782,    65.8945,   -60.7782,   -65.8906,    60.4274,   -65.8906,    60.4274,   -65.8906,    60.4274
"Line.idlinea854_idtramos_1283", 2, 3,    65.8906,   -60.4274,    65.8906,   -60.4274,    65.8906,   -60.4274,    -65.889,    60.2849,    -65.889,    60.2849,    -65.889,    60.2849
"Line.idlinea276_idtramos_350", 2, 3,      19.93,   -39.3097,      19.93,   -39.3097,      19.93,   -39.3097,   -19.9262,    37.8436,   -19.9262,    37.8436,   -19.9262,    37.8436
"Line.idlinea276_idtramos_351", 2, 3,    19.9262,   -37.8436,    19.9262,   -37.8436,    19.9262,   -37.8436,   -19.9164,    33.6465,   -19.9164,    33.6465,   -19.9164,    33.6465
"Line.idlinea276_idtramos_352", 2, 3,    19.9164,   -33.6465,    19.9164,   -33.6465,    19.9164,   -33.6465,   -19.9124,    31.6786,   -19.9124,    31.6786,   -19.9124,    31.6786
"Line.idlinea276_idtramos_353", 2, 3,    19.9124,   -31.6786,    19.9124,   -31.6786,    19.9124,   -31.6786,   -19.9084,    29.5561,   -19.9084,    29.5561,   -19.9084,    29.5561
"Line.idlinea276_idtramos_354", 2, 3,    19.9084,   -29.5561,    19.9084,   -29.5561,    19.9084,   -29.5561,   -19.9067,    28.5655,   -19.9067,    28.5655,   -19.9067,    28.5655
"Line.idlinea277_idtramos_355", 2, 3,    19.7998,   -27.6904,    19.7998,   -27.6904,    19.7998,   -27.6904,   -19.7988,    27.1126,   -19.7988,    27.1126,   -19.7988,    27.1126
"Line.idlinea277_idtramos_356", 2, 3,    19.7988,   -27.1126,    19.7988,   -27.1126,    19.7988,   -27.1126,   -19.7934,     23.306,   -19.7934,     23.306,   -19.7934,     23.306
"Line.idlinea277_idtramos_357", 2, 3,    19.7934,    -23.306,    19.7934,    -23.306,    19.7934,    -23.306,   -19.7913,     21.626,   -19.7913,     21.626,   -19.7913,     21.626
"Line.idlinea277_idtramos_358", 2, 3,    19.7913,    -21.626,    19.7913,    -21.626,    19.7913,    -21.626,   -19.7903,    20.7152,   -19.7903,    20.7152,   -19.7903,    20.7152
"Line.idlinea277_idtramos_359", 2, 3,    19.7903,   -20.7152,    19.7903,   -20.7152,    19.7903,   -20.7152,   -19.7898,     20.292,   -19.7898,     20.292,   -19.7898,     20.292
"Line.idlinea277_idtramos_360", 2, 3,    19.7898,    -20.292,    19.7898,    -20.292,    19.7898,    -20.292,   -19.7886,    19.2359,   -19.7886,    19.2359,   -19.7886,    19.2359
"Line.idlinea277_idtramos_361", 2, 3,    19.7886,   -19.2359,    19.7886,   -19.2359,    19.7886,   -19.2359,   -19.7876,    18.2482,   -19.7876,    18.2482,   -19.7876,    18.2482
"Line.idlinea277_idtramos_362", 2, 3,    19.7876,   -18.2482,    19.7876,   -18.2482,    19.7876,   -18.2482,   -19.7863,     16.858,   -19.7863,     16.858,   -19.7863,     16.858
"Line.idlinea277_idtramos_363", 2, 3,    19.7863,    -16.858,    19.7863,    -16.858,    19.7863,    -16.858,   -19.7846,    15.0285,   -19.7846,    15.0285,   -19.7846,    15.0285
"Line.idlinea342_idtramos_453", 2, 3,   -266.735,   -24.0466,   -266.735,   -24.0466,   -266.735,   -24.0466,    266.963,    24.1135,    266.963,    24.1135,    266.963,    24.1135
"Line.idlinea343_idtramos_454", 2, 3,   -266.596,   -23.8925,   -266.596,   -23.8925,   -266.596,   -23.8925,    266.669,    23.9136,    266.669,    23.9136,    266.669,    23.9136
"Line.idlinea344_idtramos_455", 2, 3,   -264.745,   -23.0248,   -264.745,   -23.0248,   -264.745,   -23.0248,    265.033,    23.1079,    265.033,    23.1079,    265.033,    23.1079
"Line.idlinea345_idtramos_456", 2, 3,   -259.155,    -20.254,   -259.155,    -20.254,   -259.155,    -20.254,     259.26,    20.2825,     259.26,    20.2825,     259.26,    20.2825
"Line.idlinea352_idtramos_461", 2, 3,    235.379,    8.80631,    235.379,    8.80631,    235.379,    8.80631,   -235.328,   -8.79628,   -235.328,   -8.79628,   -235.328,   -8.79628
"Line.idlinea854_idtramos_1284", 2, 3,     65.889,   -60.2849,     65.889,   -60.2849,     65.889,   -60.2849,   -65.8869,    60.0923,   -65.8869,    60.0923,   -65.8869,    60.0923
"Line.idlinea854_idtramos_1285", 2, 3,    65.8869,   -60.0923,    65.8869,   -60.0923,    65.8869,   -60.0923,   -65.8851,    59.9297,   -65.8851,    59.9297,   -65.8851,    59.9297
"Line.idlinea854_idtramos_1286", 2, 3,    65.8851,   -59.9297,    65.8851,   -59.9297,    65.8851,   -59.9297,    -65.883,     59.734,    -65.883,     59.734,    -65.883,     59.734
"Line.idlinea854_idtramos_1287", 2, 3,     65.883,    -59.734,     65.883,    -59.734,     65.883,    -59.734,   -65.8814,    59.5898,   -65.8814,    59.5898,   -65.8814,    59.5898
"Line.idlinea854_idtramos_1288", 2, 3,    65.8814,   -59.5898,    65.8814,   -59.5898,    65.8814,   -59.5898,   -65.8789,    59.3634,   -65.8789,    59.3634,   -65.8789,    59.3634
