1, 2568079.969923299, 6498119.730440248
2, 2568007.420078981, 6497896.963935783
3, 2568008.9081447367, 6497902.030828643
4, 2568087.267247645, 6498700.629776991
5, 2568269.7988793193, 6498854.794999969
6, 2568428.2893068176, 6496492.689027243
7, 2568698.38704655, 6497118.624687895
8, 2569305.682665861, 6497618.739388345
9, 2569781.9227263387, 6497192.843409664
10, 2568323.1410047566, 6499198.511528125
11, 2568968.0998708317, 6496954.001985082
12, 2567559.6399630453, 6497990.370113236
13, 2567627.5416423227, 6497975.9900129
14, 2568550.2905139485, 6497783.339051104
15, 2568697.5671447273, 6497752.4045243105
16, 2568917.7887787293, 6497705.402209887
17, 2568938.381372175, 6497700.299630951
18, 2569056.6121965125, 6497673.211480109
19, 2569053.6354173613, 6497658.479205065
20, 2569032.638784623, 6497552.284795469
21, 2569392.142238559, 6497602.679454605
22, 2569850.444225547, 6497515.126873568
23, 2569902.42036666, 6497503.151633109
24, 2569903.4145864975, 6497508.449687125
25, 2569837.3106481093, 6497488.349272609
26, 2569842.7395848827, 6497517.082108742
27, 2569303.6333970963, 6497606.8997128485
28, 2569255.663924076, 6497329.763655244
29, 2569238.0332371457, 6497227.887223781
30, 2569188.0883081695, 6496960.057912699
31, 2569255.864089161, 6497224.175946193
32, 2569290.6583780097, 6497216.934359465
33, 2569077.1647553886, 6497477.755326903
34, 2569028.92061985, 6497245.998770919
35, 2568989.955847064, 6497059.231703449
36, 2568937.310003773, 6497695.508933462
37, 2568935.512862105, 6497687.477522573
38, 2568911.385524354, 6497570.556959797
39, 2568685.0457137236, 6497616.924152568
40, 2568669.4436278413, 6497713.916207273
41, 2568674.6334468825, 6497738.326509656
42, 2568701.8222792414, 6497751.511062842
43, 2568650.332511917, 6497624.03512518
44, 2568642.8133454802, 6497586.11065515
45, 2568589.872005086, 6497315.535661251
46, 2568612.4032306266, 6497432.090070605
47, 2568617.425451119, 6497458.069977741
48, 2568582.8627168154, 6497279.278992324
49, 2568579.8132814486, 6497262.818413864
50, 2568581.355070793, 6497271.192963688
51, 2568566.9780177185, 6497282.824189191
52, 2568501.3473937986, 6497296.276264039
53, 2568291.9457265334, 6497339.193826207
54, 2568500.34578864, 6497290.868786518
55, 2568484.700000308, 6497206.407256978
56, 2568461.0408089724, 6497210.893640278
57, 2568577.949824329, 6497123.007851613
58, 2568694.935705403, 6497101.268436857
59, 2568660.761910482, 6496926.397482775
60, 2568464.163346956, 6496685.940462908
61, 2568549.7859141044, 6497128.241556085
62, 2568607.548046827, 6497307.248344572
63, 2568712.975858151, 6497288.2100326335
64, 2568635.237576522, 6497431.660735377
65, 2568735.6135632517, 6497413.54052034
66, 2568468.382675014, 6497830.171848752
67, 2568485.08132717, 6497906.612945747
68, 2568453.066734254, 6497780.977551628
69, 2568426.914572906, 6497650.860598433
70, 2568243.4690917, 6497876.431381816
71, 2568276.4939090763, 6498046.053172773
72, 2568307.920436254, 6498201.56654743
