100,7.864153,17.56838
1005,7.542471,17.34348
1006,7.063135,17.07045
1009,7.209672,17.19767
1011,7.015023,17.06915
1017,7.564841,17.36426
1028,7.198089,16.60738
103,7.246552,17.35428
1030,7.222139,16.66891
1037,7.479965,17.42407
104,7.23896,17.32837
1040,7.307123,16.93981
1041,7.148597,16.6981
1046,6.993635,17.05691
105,7.253405,17.54295
1052,7.336991,17.55136
1056,7.278587,17.5612
106,7.238234,17.5798
1067,7.144709,16.56548
107,7.261147,17.5677
1074,7.180329,16.65646
108,7.278702,17.58588
109,7.260972,17.38641
110,7.589378,17.39666
1107,6.477479,16.75955
111,7.512987,17.28455
1117,7.574015,17.4011
1119,7.651154,17.43166
112,7.387684,17.15036
113,7.404911,17.12486
1131,7.259416,16.8046
1134,7.299552,17.44068
1136,7.904255,17.5895
1137,7.252918,16.8476
1138,7.151558,16.81308
1139,7.141591,16.79496
114,7.274934,17.07476
1144,7.241361,16.85327
1145,7.473966,17.29665
1146,7.468023,17.29938
1147,7.110466,17.11625
115,7.087642,17.08966
1155,7.180812,17.04837
1156,7.349992,17.03408
1157,7.362255,17.03121
1158,7.560428,17.43098
1159,7.558202,17.41826
116,7.052741,17.07476
1160,7.352287,17.07455
1161,7.285833,17.17128
117,6.989264,17.03531
118,6.804771,17.05185
1181,7.963984,17.65137
119,7.29072,16.90358
120,7.258985,16.89367
121,7.25658,16.87528
122,7.248547,16.86599
1228,7.248227,16.70049
123,7.239686,16.88937
1233,7.214495,17.07817
1234,7.163816,16.76256
124,7.23209,16.88048
1241,7.334671,17.5368
1245,7.159736,16.62099
1246,7.144402,16.64437
1247,7.561911,17.45408
1248,7.598086,17.45046
125,7.258271,16.75531
1251,7.322598,17.41826
1252,7.343524,17.43706
1253,7.35133,17.3564
1254,7.447618,17.4145
1255,7.37913,17.38928
1256,7.258929,17.51349
1257,7.266705,17.31066
1258,7.802074,17.55129
1259,7.821659,17.56291
126,7.114127,16.42391
1262,7.297561,17.09957
1263,7.202618,16.76796
1264,7.134191,16.76775
1265,7.36933,16.99307
127,7.710409,17.54965
260,7.933073,17.63161
261,7.88731,17.59251
262,6.776697,16.93619
263,6.720291,16.92539
273,7.954759,17.64528
274,7.945441,17.6474
289,7.701167,17.47507
301,7.671516,17.48197
322,8.014048,17.70148
323,7.62833,17.46878
382,7.691516,17.44581
383,7.672149,17.4577
389,7.218798,16.888
390,7.11176,16.44817
391,7.149366,16.49398
394,7.986516,17.66435
401,7.925548,17.59675
402,7.905823,17.59217
403,7.853771,17.55348
404,7.887122,17.53181
405,7.869434,17.54261
406,7.594796,17.42469
492,7.278467,17.4277
493,7.273391,17.46071
494,7.233452,16.90769
495,7.226685,16.91609
496,7.20422,16.94009
527,7.621221,17.40767
528,7.574771,17.41341
529,7.36384,17.10969
530,7.267453,16.93011
60268_1_,7.980945,17.66791
60277,7.879658,17.59709
60278,7.885341,17.59271
60279,6.811116,17.04488
60280,6.816055,17.0349
60281,6.820703,17.02478
60282,6.819793,17.01392
60283,6.816815,17.00277
60284,6.813692,16.99177
60285,6.808698,16.98117
60286,6.802549,16.97167
60287,6.79573,16.9606
60288,6.788091,16.94685
60289,6.782597,16.94118
60290,6.770604,16.93312
60291,6.762648,16.92881
60292,6.752322,16.92491
60293,6.740453,16.92395
60414,8.050155,17.72451
60415,8.056427,17.70626
60416,8.060041,17.74577
60417,8.051996,17.72602
60418,8.017868,17.69888
60419,8.018022,17.69717
60422,8.060455,17.7511
60423,8.051591,17.72246
60424,8.05303,17.72048
60425,8.060041,17.71118
60426,8.023046,17.69771
60431,8.052962,17.72848
60432,8.054312,17.71856
60433,8.04237,17.70018
60434,8.019462,17.69977
60435,8.001474,17.71535
60437,8.058422,17.74078
60438,8.037517,17.69901
60439,7.525587,17.29761
60440,7.532491,17.30889
60441,7.541005,17.3324
60442,7.653572,17.43139
60444,8.05814,17.71371
60445,8.053316,17.7038
60446,8.030578,17.6971
60451,8.060336,17.7483
60452,8.059349,17.74331
60453,7.987636,17.68637
60455,6.730759,16.92471
60460,8.053996,17.73121
60464,8.056359,17.71597
60465,8.045972,17.70106
60470,8.060648,17.75568
60471,8.060045,17.70988
60472,7.976002,17.66429
60473,7.712784,17.53078
60474,7.550555,17.35195
60475,7.601691,17.39228
60476,7.622593,17.40821
60477,7.632368,17.4158
60478,7.692396,17.5208
60479,7.816447,17.55929
60480,7.865999,17.58875
60481,7.934892,17.6323
60484,8.049698,17.70216
60485,8.032646,17.69778
60486,8.025336,17.69471
60487,8.006636,17.71221
60488,7.984739,17.68247
60490,7.528948,17.30308
60491,7.534635,17.3134
60492,7.565384,17.36378
60493,7.580355,17.37567
60494,7.70098,17.49312
60496,8.020534,17.70086
60497,8.014348,17.70209
60498,7.993502,17.69806
60500,7.585461,17.37971
60501,7.699348,17.47336
60502,7.913842,17.62348
60510,8.059905,17.76498
60511,8.060447,17.76498
60512,8.060559,17.76026
60513,7.978505,17.66839
60515,7.95107,17.64057
60516,7.509048,17.28038
60517,7.555352,17.35578
60518,7.643502,17.42428
60521,7.902405,17.61411
60522,8.058072,17.76505
60523,8.026712,17.69437
60524,7.998591,17.70947
60526,7.696908,17.45559
60527,7.693891,17.52846
60528,7.607852,17.39687
60532,8.05623,17.73709
60533,8.05553,17.73545
60534,8.054722,17.70476
60535,8.00259,17.71761
60536,7.990627,17.69245
60537,7.688589,17.44417
60538,7.700373,17.49927
60539,7.734035,17.53625
60540,7.753672,17.54199
60542,7.827334,17.56551
60543,7.837348,17.57118
60546,8.010477,17.70715
60547,7.996087,17.70366
60548,7.982748,17.67748
60551,7.521617,17.29241
60553,7.697177,17.50959
60554,7.74103,17.53857
60557,7.897402,17.61056
60561,7.494287,17.27081
60563,7.748028,17.54069
60564,7.764105,17.54562
60566,7.856189,17.58246
60567,7.910591,17.62026
60570,7.545927,17.34751
60572,7.846085,17.57651
60573,7.923348,17.6284
60581,7.612091,17.40008
60582,7.514222,17.28441
60583,7.536686,17.31948
60584,7.542997,17.33849
60585,7.617923,17.40459
60586,7.700009,17.47985
60587,7.727041,17.53399
60589,7.802536,17.55067
60590,7.862021,17.58608
60593,7.700667,17.48642
60594,7.503818,17.27648
60595,7.648723,17.42817
60596,7.668616,17.43815
60597,7.697595,17.46058
60598,7.821916,17.56236
60599,7.892505,17.60721
60600,7.928774,17.63059
60608,7.698399,17.529
60609,7.538865,17.32611
60610,7.570503,17.36781
60611,7.575365,17.37171
60612,7.659998,17.43556
60613,7.698497,17.46721
60614,7.766797,17.545
60617,7.90733,17.61746
60618,7.946723,17.63749
60620,7.544398,17.343
60621,7.595612,17.38757
60622,7.627502,17.41197
60623,7.63758,17.41977
60632,7.698514,17.50576
60633,7.590562,17.38367
60635,7.832541,17.56852
60641,7.686778,17.49831
60645,7.517772,17.28817
60646,7.682373,17.44226
60647,7.705474,17.52976
60649,7.841018,17.57337
60652,7.916397,17.62546
60660,7.676199,17.44041
60661,7.719923,17.5316
60662,7.941062,17.63448
60670,7.759884,17.54356
60671,7.85122,17.57945
60678,7.691742,17.51027
60679,7.69023,17.50269
60681,7.693473,17.50788
60695,7.279847,17.55997
60696,7.373534,17.12227
60701,7.949739,17.6431
60712,7.680155,17.48867
60714,7.683855,17.4938
60844,7.490715,17.28537
60845,7.501323,17.28018
60846,7.477658,17.28988
60847,7.485015,17.28749
60848,7.278237,17.55266
60873,7.277566,17.54767
60874,7.278877,17.55758
60976,7.532918,17.44998
61303,7.980821,17.67276
61305,7.693661,17.51499
61306,7.560322,17.35988
61307,7.49823,17.2732
61308,7.491423,17.26541
61309,7.487266,17.25639
61310,7.483084,17.24668
61311,7.47944,17.23841
61312,7.47497,17.22795
61313,7.470891,17.21865
61314,7.46681,17.20908
61315,7.46311,17.20067
61316,7.459359,17.19117
61317,7.455249,17.18516
61318,7.446268,17.18249
61319,7.435796,17.18352
61320,7.426803,17.18352
61321,7.417562,17.17948
61322,7.409773,17.17251
61323,7.404534,17.16608
61324,7.402727,17.1587
61325,7.40468,17.1412
61327,7.407098,17.12261
61332,7.411247,17.08316
61333,7.405466,17.07681
61334,7.399541,17.07031
61335,7.390773,17.06361
61336,7.382574,17.0578
61337,7.376584,17.0522
61338,7.372615,17.04577
61339,7.370885,17.03798
61340,7.370821,17.028
61341,7.371509,17.01747
61342,7.371936,17.00715
61343,7.371752,16.99799
61344,7.36933,16.99102
61345,7.36428,16.98288
61346,7.35858,16.97399
61347,7.352573,16.9647
61348,7.346472,16.9552
61349,7.341209,16.94651
61350,7.335287,16.93865
61351,7.326661,16.93428
61352,7.318098,16.93148
61353,7.309827,16.92676
61354,7.302487,16.92047
61355,7.29789,16.91507
61356,7.293084,16.90741
61357,7.288491,16.89976
61358,7.282949,16.89046
61359,7.277604,16.8815
61360,7.272605,16.87316
61361,7.26668,16.86291
61362,7.262749,16.85416
61363,7.259766,16.84459
61364,7.258041,16.83557
61365,7.258122,16.82688
61366,7.260066,16.81711
61367,7.263099,16.80651
61368,7.266902,16.79681
61369,7.268141,16.78751
61370,7.267786,16.77787
61371,7.266547,16.76687
61372,7.265748,16.75791
61373,7.265616,16.75258
61374,7.266145,16.74718
61375,7.267504,16.74287
61376,7.271217,16.7348
61377,7.274712,16.72387
61378,7.275477,16.71566
61379,7.275271,16.70719
