SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 0, 4
ClickOn
SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 1, 0
Xlabel, "X"
Ylabel, "Y"
TxtAlign, 1
KeyClass, 1
ChartCaption, "Caucete_RedMT:Power, max=2E003 "
Line, "Line.conexion_et_bus_1545", "buset", "1545", 0, 6,  0, 0, 7.6210236, 0, -68.290306, -31.656363, -67.29507, -31.495291, 16711680, 9, 0, 0, 0, 0, 16, 1
Line, "Line.conexion_et_bus_1569", "buset", "1569", 192, 6,  0, 0, 7.6210236, 0, -68.290306, -31.656363, -68.275474, -31.662683, 16711680, 10, 0, 0, 0, 0, 16, 1
Line, "Line.conexion_et_bus_117", "buset", "117", 384, 6,  0, 0, 7.6210236, 0, -68.290306, -31.656363, -68.192302, -31.699977, 16711680, 7, 0, 0, 0, 0, 16, 1
Line, "Line.conexion_et_bus_128", "buset", "128", 576, 6,  0, 0, 7.6210236, 0, -68.290306, -31.656363, -68.04288, -31.757024, 16711680, 9, 0, 0, 0, 0, 16, 1
Line, "Line.conexion_et_bus_1543", "buset", "1543", 768, 6,  0, 0, 7.6210236, 0, -68.290306, -31.656363, -67.29802, -31.488995, 16711680, 6, 0, 0, 0, 0, 16, 1
Line, "Line.idlinea1_idtramos_1", "1", "2", 960, 6,  0, 0, 7.6210236, 0, -68.336051, -31.696343, -68.330684, -31.697188, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.idlinea2_idtramos_2", "2", "1000", 1152, 6,  0, 0, 7.6210236, 0, -68.330684, -31.697188, -68.272423, -31.656356, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.idlinea3_idtramos_3", "1017", "1018", 1344, 6,  0, 0, 7.6210236, 0, -68.287906, -31.647456, -68.290999, -31.646921, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.idlinea4_idtramos_4", "988", "990", 1536, 6,  0, 0, 7.6210236, 0, -68.274581, -31.652748, -68.274162, -31.650935, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.idlinea5_idtramos_5", "992", "3", 1728, 6,  0, 0, 7.6210236, 0, -68.277085, -31.650497, -68.323743, -31.678995, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.idlinea6_idtramos_6", "998", "4", 1920, 6,  0, 0, 7.6210236, 0, -68.274179, -31.656017, -68.325758, -31.689014, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.idlinea7_idtramos_7", "1000", "999", 2112, 6,  0, 0, 7.6210236, 0, -68.272423, -31.656356, -68.273981, -31.656052, 16711680, 1, 0, 0, 0, 0, 16, 1
