ID Nodo,Generador a incorporar,Capacitor a incorporar,ID Carga,Perfil de carga,ID Transformador,Potencia [kVA],ID Linea,I Nominal [A]
3817742_P,,,,,,,3835265,277.0
3817743_P,,,,,,,3835266,277.0
3817744_P,,,,,,,3835267,277.0
3817745_P,,,,,,,3835268,277.0
3817746_P,,,,,,,3835269,277.0
3817747_P,,,,,,,3835270,277.0
3817748_P,,,,,,,3835271,277.0
3838219_P,,,,,,,3835272,277.0
3817921_P,,,,,,,3836493,188.0
3819050_P,,,,,,,3836494,188.0
3819052_P,,,,,,,3836495,188.0
3833864_P,,,,,,,3836496,188.0
3819053_P,,,,,,,3836497,188.0
3819054_P,,,,,,,3836498,188.0
3819056_P,,,,,,,3836499,188.0
3819057_P,,,,,,,3836993,195.0
3819058_P,,,,,,,3836994,195.0
3819059_P,,,,,,,3836995,195.0
3819060_P,,,,,,,3836996,195.0
3819061_P,,,,,,,3836997,195.0
3819063_P,,,,,,,3837609,160.0
3819064_P,,,,,,,3837807,195.0
3819065_P,,,,,,,3837808,195.0
3819066_P,,,,,,,3837809,195.0
3819161_P,,,,,,,3837810,195.0
3819265_P,,,,,,,3837811,195.0
3819341_P,,,,,,,3837812,195.0
3819342_P,,,,,,,3837813,195.0
3819343_P,,,,,,,3837814,195.0
3819344_P,,,,,,,3837988,188.0
3819549_P,,,,,,,3837989,188.0
3819551_P,,,,,,,3837990,188.0
3819552_P,,,,,,,3837991,188.0
3819553_P,,,,,,,3837992,188.0
3819554_P,,,,,,,3837993,188.0
3843256_P,,,,,,,3837994,188.0
3819652_P,,,,,,,3837995,188.0
3836997_P,,,,,,,3838093,277.0
3819888_P,,,,,,,3838094,277.0
3819905_P,,,,,,,3838114,235.0
3819906_P,,,,,,,3838115,235.0
3819907_P,,,,,,,3838219,340.0
3819908_P,,,,,,,3838228,340.0
3819909_P,,,,,,,3838518,141.0
3819925_P,,,,,,,3843255,195.0
3820125_P,,,,,,,3843256,188.0
3821714_P,,,,,,,3843793,235.0
3821734_P,,,,,,,3843794,235.0
3821735_P,,,,,,,3843795,235.0
3821736_P,,,,,,,3843796,235.0
3821737_P,,,,,,,3843797,235.0
3821738_P,,,,,,,3843798,235.0
3821739_P,,,,,,,3843799,235.0
3821740_P,,,,,,,3843800,235.0
3821741_P,,,,,,,3843801,235.0
3821742_P,,,,,,,3843802,235.0
3821743_P,,,,,,,3843803,235.0
3821744_P,,,,,,,3843804,235.0
3821745_P,,,,,,,3843805,235.0
3822094_P,,,,,,,3843806,235.0
3822095_P,,,,,,,3843807,235.0
3822154_P,,,,,,,3843808,235.0
3822155_P,,,,,,,3843809,160.0
3822156_P,,,,,,,3843810,160.0
3822157_P,,,,,,,3843811,188.0
3822369_P,,,,,,,3843812,235.0
3822370_P,,,,,,,3843813,235.0
3822371_P,,,,,,,3843814,235.0
3822372_P,,,,,,,3843815,235.0
3822373_P,,,,,,,3843816,235.0
3822374_P,,,,,,,3843817,188.0
3822375_P,,,,,,,3843818,235.0
3822376_P,,,,,,,3844386,141.0
3822377_P,,,,,,,3844387,141.0
3822378_P,,,,,,,3845016,235.0
3822772_P,,,,,,,3845017,277.0
3822773_P,,,,,,,3845018,277.0
3822774_P,,,,,,,3845019,277.0
3822775_P,,,,,,,3845020,277.0
3822776_P,,,,,,,3995135,229.0
3843815_P,,,,,,,3995136,277.0
3822777_P,,,,,,,3997570,229.0
3823262_P,,,,,,,3997575,277.0
3843255_P,,,,,,,3997576,277.0
3823326_P,,,,,,,3997577,277.0
3823327_P,,,,,,,3997578,277.0
3825104_P,,,,,,,3998776,277.0
3823362_P,,,,,,,3998777,277.0
3823636_P,,,,,,,3998778,277.0
3823637_P,,,,,,,3998779,277.0
3823638_P,,,,,,,3998780,277.0
3823639_P,,,,,,,3998781,277.0
3823640_P,,,,,,,3998782,195.0
3823641_P,,,,,,,3998783,195.0
3824292_P,,,,,,,3998784,195.0
3824302_P,,,,,,,3999179,235.0
3824296_P,,,,,,,3999180,235.0
3825269_P,,,,,,,3999218,188.0
3825270_P,,,,,,,3999219,277.0
3825271_P,,,,,,,3999220,277.0
3825272_P,,,,,,,3999221,277.0
3827625_P,,,,,,,3999222,277.0
3827627_P,,,,,,,4002334,141.0
3829948_P,,,,,,,4002335,141.0
3829949_P,,,,,,,4002336,229.0
3829950_P,,,,,,,4002387,141.0
3829951_P,,,,,,,4002388,141.0
3830686_P,,,,,,,4002470,188.0
3830687_P,,,,,,,4002471,188.0
3830688_P,,,,,,,4002623,125.0
3830689_P,,,,,,,4002761,141.0
3830690_P,,,,,,,483782,235.0
3843811_P,,,,,,,TOE105,760.0
3831405_P,,,,,,,,
3831406_P,,,,,,,,
3831407_P,,,,,,,,
3831408_P,,,,,,,,
3831409_P,,,,,,,,
3832353_P,,,,,,,,
3838115_P,,,,,,,,
3832393_P,,,,,,,,
3832394_P,,,,,,,,
3832395_P,,,,,,,,
3832396_P,,,,,,,,
3832397_P,,,,,,,,
3832398_P,,,,,,,,
3832399_P,,,,,,,,
3832400_P,,,,,,,,
3832401_P,,,,,,,,
3832402_P,,,,,,,,
3832403_P,,,,,,,,
3832404_P,,,,,,,,
3832405_P,,,,,,,,
3832406_P,,,,,,,,
3832407_P,,,,,,,,
3832408_P,,,,,,,,
3832409_P,,,,,,,,
3832410_P,,,,,,,,
3832411_P,,,,,,,,
3832413_P,,,,,,,,
3832414_P,,,,,,,,
3832415_P,,,,,,,,
3832416_P,,,,,,,,
3832417_P,,,,,,,,
3832418_P,,,,,,,,
3832419_P,,,,,,,,
3832420_P,,,,,,,,
3832421_P,,,,,,,,
3832443_P,,,,,,,,
3832422_P,,,,,,,,
3832423_P,,,,,,,,
3832424_P,,,,,,,,
3832425_P,,,,,,,,
3832426_P,,,,,,,,
3832428_P,,,,,,,,
3832429_P,,,,,,,,
3832430_P,,,,,,,,
3832441_P,,,,,,,,
3832442_P,,,,,,,,
3833740_P,,,,,,,,
3833741_P,,,,,,,,
3833742_P,,,,,,,,
3833743_P,,,,,,,,
3833899_P,,,,,,,,
3833746_P,,,,,,,,
3833747_P,,,,,,,,
3833748_P,,,,,,,,
3833749_P,,,,,,,,
3833750_P,,,,,,,,
3833752_P,,,,,,,,
3833753_P,,,,,,,,
3833754_P,,,,,,,,
3833755_P,,,,,,,,
3833756_P,,,,,,,,
3833757_P,,,,,,,,
3833758_P,,,,,,,,
3833759_P,,,,,,,,
3833760_P,,,,,,,,
3833761_P,,,,,,,,
3833762_P,,,,,,,,
3833763_P,,,,,,,,
3833764_P,,,,,,,,
3833765_P,,,,,,,,
3833766_P,,,,,,,,
3833767_P,,,,,,,,
3833768_P,,,,,,,,
3833769_P,,,,,,,,
3833863_P,,,,,,,,
3833865_P,,,,,,,,
3833867_P,,,,,,,,
3833868_P,,,,,,,,
3833869_P,,,,,,,,
3833870_P,,,,,,,,
3833871_P,,,,,,,,
3833872_P,,,,,,,,
3833873_P,,,,,,,,
3833874_P,,,,,,,,
3833875_P,,,,,,,,
3833876_P,,,,,,,,
3833877_P,,,,,,,,
3833879_P,,,,,,,,
3833897_P,,,,,,,,
3834146_P,,,,,,,,
3834147_P,,,,,,,,
3834148_P,,,,,,,,
3834149_P,,,,,,,,
3834150_P,,,,,,,,
3834151_P,,,,,,,,
3834758_P,,,,,,,,
3834759_P,,,,,,,,
3834760_P,,,,,,,,
3834761_P,,,,,,,,
3835133_P,,,,,,,,
3835134_P,,,,,,,,
3835135_P,,,,,,,,
3835136_P,,,,,,,,
3835137_P,,,,,,,,
3835138_P,,,,,,,,
3835258_P,,,,,,,,
3835259_P,,,,,,,,
3835260_P,,,,,,,,
3835261_P,,,,,,,,
3835262_P,,,,,,,,
3835263_P,,,,,,,,
3835264_P,,,,,,,,
3835265_P,,,,,,,,
3835266_P,,,,,,,,
3835267_P,,,,,,,,
3835268_P,,,,,,,,
3835269_P,,,,,,,,
3835270_P,,,,,,,,
3835271_P,,,,,,,,
3835272_P,,,,,,,,
3836493_P,,,,,,,,
3836494_P,,,,,,,,
3836495_P,,,,,,,,
3836496_P,,,,,,,,
3836497_P,,,,,,,,
3836498_P,,,,,,,,
3836499_P,,,,,,,,
3836993_P,,,,,,,,
3836994_P,,,,,,,,
3836995_P,,,,,,,,
3836996_P,,,,,,,,
3837609_P,,,,,,,,
3837807_P,,,,,,,,
3837808_P,,,,,,,,
3837809_P,,,,,,,,
3837810_P,,,,,,,,
3837811_P,,,,,,,,
3837812_P,,,,,,,,
3837813_P,,,,,,,,
3837814_P,,,,,,,,
3843817_P,,,,,,,,
3837988_P,,,,,,,,
3837989_P,,,,,,,,
3837990_P,,,,,,,,
3837991_P,,,,,,,,
3837993_P,,,,,,,,
3837994_P,,,,,,,,
3837995_P,,,,,,,,
3838093_P,,,,,,,,
3838114_P,,,,,,,,
3838518_P,,,,,,,,
3843793_P,,,,,,,,
3843794_P,,,,,,,,
3843795_P,,,,,,,,
3843796_P,,,,,,,,
3843797_P,,,,,,,,
3843798_P,,,,,,,,
3843799_P,,,,,,,,
3843800_P,,,,,,,,
3843801_P,,,,,,,,
3843802_P,,,,,,,,
3843803_P,,,,,,,,
3843804_P,,,,,,,,
3843818_P,,,,,,,,
3843805_P,,,,,,,,
3843806_P,,,,,,,,
3843807_P,,,,,,,,
3843808_P,,,,,,,,
3843809_P,,,,,,,,
3843810_P,,,,,,,,
3843812_P,,,,,,,,
3843813_P,,,,,,,,
3843814_P,,,,,,,,
3843816_P,,,,,,,,
3844386_P,,,,,,,,
3845016_P,,,,,,,,
3845017_P,,,,,,,,
3845018_P,,,,,,,,
3845019_P,,,,,,,,
3995135_P,,,,,,,,
3995136_P,,,,,,,,
3997570_P,,,,,,,,
3997575_P,,,,,,,,
3997576_P,,,,,,,,
3997577_P,,,,,,,,
3997578_P,,,,,,,,
3998776_P,,,,,,,,
3998777_P,,,,,,,,
3998778_P,,,,,,,,
3998779_P,,,,,,,,
3998780_P,,,,,,,,
3998781_P,,,,,,,,
3998782_P,,,,,,,,
3998783_P,,,,,,,,
3998784_P,,,,,,,,
3999179_P,,,,,,,,
3999180_P,,,,,,,,
3999218_P,,,,,,,,
3999219_P,,,,,,,,
3999220_P,,,,,,,,
3999221_P,,,,,,,,
3999222_P,,,,,,,,
4002334_P,,,,,,,,
4002335_P,,,,,,,,
4002336_P,,,,,,,,
4002387_P,,,,,,,,
4002388_P,,,,,,,,
4002470_P,,,,,,,,
4002471_P,,,,,,,,
4002623_P,,,,,,,,
4002761_P,,,,,,,,
1,,,,,,,,
T1_2,,,,,,,,
T1_1,,,,,,,,
T1_4,,,,,,,,
T1_3,,,,,,,,
T2_2,,,,,,,,
T2_1,,,,,,,,
T2_4,,,,,,,,
T2_3,,,,,,,,
T2_2_1_,,,,,,,,
T2_1_1_,,,,,,,,
T2_2_2_,,,,,,,,
T2_1_2_,,,,,,,,
TOE_10KV,,,,,,,,
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
